order_id,customer_id,order_ts,channel,traffic_source,campaign,payment_method,shipping_method,order_status,seller_id
O706381,C106876,2025-09-21 00:37:18,web,email,holiday_push,google_pay,standard,completed,
O706382,C105617,2025-12-26 01:07:21,web,direct,always_on,card,standard,completed,
O706383,C106024,2025-12-02 19:03:10,web,paid_social,none,paypal,standard,completed,
O706384,C105296,2025-06-10 05:41:10,web,direct,spring_sale,card,standard,completed,S50916
O706385,C101578,2025-01-23 10:44:33,android,direct,none,google_pay,standard,completed,S50112
O706386,C101084,2025-08-25 10:29:28,android,referral,none,card,expedited,completed,S50476
O706387,C104203,2025-01-18 12:33:44,web,email,none,paypal,standard,returned,S50598
O706388,C100793,2025-03-27 05:51:04,android,paid_social,holiday_push,paypal,standard,cancelled,
O706389,C103651,2025-05-19 15:18:50,web,direct,none,card,standard,completed,S51052
O706390,C103990,2025-11-11 12:15:31,web,paid_social,none,paypal,standard,completed,S51026
O706391,C105667,2025-01-19 18:24:53,ios,direct,none,card,standard,completed,S50632
O706392,C100815,2025-05-31 09:18:31,web,organic,none,google_pay,standard,completed,
O706393,C100779,2025-08-22 09:26:01,ios,email,summer_splash,google_pay,standard,completed,
O706394,C105374,2025-02-20 08:41:30,web,paid_search,none,paypal,standard,completed,
O706395,C104773,2025-03-09 08:46:17,android,email,fall_event,paypal,expedited,completed,
O706396,C102243,2025-07-06 04:20:06,ios,paid_social,none,card,standard,completed,S50634
O706397,C103849,2025-09-14 23:08:56,android,referral,always_on,paypal,expedited,returned,
O706398,C105974,2025-08-08 13:31:53,android,organic,always_on,google_pay,standard,completed,
O706399,C104636,2025-04-12 20:31:43,ios,referral,summer_splash,card,standard,completed,S50967
O706400,C102319,2025-04-01 20:38:35,ios,organic,none,card,standard,completed,
O706401,C102025,2025-03-12 03:47:43,web,paid_search,spring_sale,apple_pay,expedited,completed,
O706402,C103667,2025-11-28 10:56:08,android,referral,holiday_push,google_pay,expedited,completed,S51154
O706403,C102717,2025-10-30 08:10:34,ios,direct,none,card,expedited,completed,S50552
O706404,C104828,2025-11-25 02:25:13,ios,direct,always_on,card,expedited,completed,S50166
O706405,C101259,2025-01-28 08:10:01,android,paid_social,fall_event,card,expedited,completed,
O706406,C107989,2025-04-20 00:52:48,web,paid_social,fall_event,card,overnight,returned,
O706407,C107620,2025-07-15 03:44:44,web,referral,summer_splash,paypal,standard,completed,
O706408,C101332,2025-11-08 21:29:23,web,paid_search,none,card,standard,completed,
O706409,C103676,2025-10-23 19:41:15,web,referral,none,card,expedited,completed,S50676
O706410,C105372,2025-03-20 11:07:01,ios,direct,none,google_pay,standard,returned,
O706411,C104104,2025-09-03 10:44:32,web,paid_social,holiday_push,card,standard,completed,S50832
O706412,C101357,2025-10-22 23:16:45,web,direct,summer_splash,google_pay,expedited,completed,S50974
O706413,C102601,2025-07-19 18:22:03,web,paid_social,always_on,card,standard,completed,
O706414,C107232,2025-01-30 17:23:31,web,paid_social,summer_splash,card,standard,completed,
O706415,C103261,2025-05-25 02:32:43,ios,direct,summer_splash,card,standard,completed,S50975
O706416,C100990,2025-07-22 20:55:11,ios,referral,summer_splash,card,standard,completed,S51181
O706417,C105433,2025-05-23 19:52:20,web,paid_social,always_on,apple_pay,standard,completed,S50784
O706418,C103321,2025-12-24 21:19:23,android,referral,holiday_push,card,standard,completed,S51100
O706419,C101195,2025-12-08 00:02:23,ios,paid_social,summer_splash,apple_pay,standard,completed,S50153
O706420,C102089,2025-01-10 23:58:20,web,direct,none,card,expedited,completed,
O706421,C103542,2025-05-08 00:38:51,web,email,always_on,card,expedited,completed,
O706422,C100307,2025-11-07 18:19:49,web,direct,spring_sale,paypal,standard,completed,S50935
O706423,C104176,2025-02-07 12:44:46,web,paid_social,holiday_push,paypal,standard,completed,S50929
O706424,C107762,2025-04-10 15:16:13,ios,referral,none,card,expedited,completed,
O706425,C103840,2025-09-27 18:45:34,web,email,none,card,standard,completed,S51011
O706426,C104683,2025-06-08 18:14:04,android,direct,always_on,card,standard,completed,S51189
O706427,C104923,2025-03-18 19:37:35,ios,paid_social,holiday_push,paypal,overnight,completed,S50019
O706428,C102519,2025-04-04 03:42:08,android,direct,spring_sale,card,standard,completed,S50607
O706429,C107284,2025-12-31 11:12:45,android,direct,none,card,standard,completed,S50000
O706430,C102588,2025-10-02 05:18:06,ios,organic,holiday_push,card,standard,completed,S50348
O706431,C102030,2025-09-21 23:19:59,web,paid_search,fall_event,google_pay,standard,completed,S50835
O706432,C106243,2025-12-19 12:35:16,web,paid_search,spring_sale,paypal,expedited,completed,S50607
O706433,C106043,2025-02-19 19:49:56,android,organic,none,card,standard,completed,S50344
O706434,C106189,2025-11-28 09:10:57,web,organic,fall_event,card,standard,completed,S51176
O706435,C100001,2025-12-24 13:46:41,ios,referral,summer_splash,card,standard,completed,S50846
O706436,C100216,2025-11-15 15:36:35,web,referral,none,card,standard,completed,
O706437,C104758,2025-11-11 08:16:01,ios,paid_social,none,apple_pay,standard,completed,S50515
O706438,C107579,2025-07-04 20:28:05,web,direct,none,google_pay,standard,completed,S50769
O706439,C101186,2025-12-18 20:21:31,ios,direct,none,apple_pay,expedited,completed,S50580
O706440,C107971,2025-09-08 20:13:45,web,paid_search,none,card,expedited,cancelled,
O706441,C101888,2025-09-25 06:21:56,ios,email,none,paypal,standard,completed,S51030
O706442,C105255,2025-10-22 07:19:43,android,direct,holiday_push,card,standard,completed,
O706443,C103239,2025-01-17 09:23:35,android,paid_social,none,apple_pay,standard,completed,S51019
O706444,C106086,2025-02-16 00:14:04,web,direct,always_on,card,standard,cancelled,S50996
O706445,C100393,2025-10-02 03:44:01,android,referral,none,google_pay,expedited,completed,
O706446,C102323,2025-11-20 04:38:29,android,paid_social,fall_event,card,standard,completed,
O706447,C100522,2025-02-13 05:43:05,web,direct,always_on,klarna,standard,completed,
O706448,C107001,2025-12-03 02:46:26,web,paid_search,none,card,expedited,completed,S50643
O706449,C106995,2025-07-19 08:47:23,web,direct,summer_splash,card,standard,completed,S50240
O706450,C107780,2025-05-03 04:46:04,ios,referral,spring_sale,paypal,standard,cancelled,S50257
O706451,C106392,2025-11-26 21:37:56,web,referral,always_on,paypal,standard,completed,S50024
O706452,C107333,2025-05-05 01:19:57,android,direct,spring_sale,card,standard,completed,
O706453,C102476,2025-06-21 13:10:46,web,direct,none,card,standard,completed,S50555
O706454,C101134,2025-07-10 01:05:28,web,referral,summer_splash,card,standard,returned,
O706455,C106195,2025-02-13 09:50:19,android,email,none,paypal,expedited,completed,S50356
O706456,C104780,2025-08-08 08:59:23,web,direct,holiday_push,card,standard,cancelled,S51139
O706457,C101897,2025-02-01 11:38:17,web,direct,none,card,standard,cancelled,
O706458,C102801,2025-05-04 05:43:17,web,email,fall_event,card,expedited,completed,S50654
O706459,C100775,2025-06-22 01:47:08,web,paid_social,holiday_push,google_pay,standard,completed,S50530
O706460,C102350,2025-06-14 17:56:51,web,paid_search,always_on,card,standard,completed,
O706461,C107571,2025-10-24 08:17:44,android,organic,spring_sale,card,standard,completed,
O706462,C103184,2025-12-29 01:27:23,android,paid_social,summer_splash,paypal,expedited,completed,S50844
O706463,C104099,2025-04-16 19:53:52,android,paid_social,none,card,standard,completed,S50408
O706464,C106110,2025-10-30 05:04:50,ios,organic,fall_event,card,standard,completed,
O706465,C103264,2025-07-01 04:13:49,web,direct,spring_sale,card,standard,cancelled,S50646
O706466,C100966,2025-06-01 10:51:27,web,paid_social,none,card,standard,completed,S50703
O706467,C101558,2025-01-10 21:02:05,web,organic,none,google_pay,standard,completed,
O706468,C105425,2025-01-05 04:48:43,web,email,none,card,standard,completed,S51045
O706469,C103476,2025-12-24 12:14:41,android,referral,spring_sale,google_pay,expedited,completed,S50412
O706470,C107966,2025-12-31 20:03:08,android,organic,none,card,overnight,returned,
O706471,C101080,2025-01-12 09:35:21,web,referral,fall_event,apple_pay,standard,completed,
O706472,C107837,2025-11-02 11:59:41,android,direct,holiday_push,card,standard,completed,
O706473,C105343,2025-08-06 13:08:03,web,email,always_on,klarna,standard,completed,
O706474,C103006,2025-12-11 23:08:17,web,direct,none,card,standard,completed,S50766
O706475,C100644,2025-05-08 14:21:52,web,direct,always_on,card,standard,completed,S50673
O706476,C105588,2025-04-17 00:27:14,ios,email,none,card,standard,completed,S50416
O706477,C101416,2025-09-28 08:29:09,android,direct,summer_splash,google_pay,standard,completed,S50609
O706478,C102322,2025-06-22 21:47:44,android,direct,spring_sale,klarna,expedited,completed,S51131
O706479,C104461,2025-07-23 21:50:12,android,referral,spring_sale,google_pay,standard,completed,
O706480,C100672,2025-10-02 21:49:01,web,email,fall_event,card,standard,completed,S50997
O706481,C100884,2025-01-06 02:00:52,android,organic,holiday_push,card,expedited,completed,S50232
O706482,C107064,2025-04-16 18:27:33,android,paid_search,none,card,expedited,completed,S50571
O706483,C102648,2025-10-25 23:15:26,ios,paid_social,always_on,apple_pay,standard,completed,S50437
O706484,C101074,2025-04-21 00:12:35,web,referral,none,apple_pay,standard,completed,S50296
O706485,C100854,2025-05-19 22:53:52,ios,referral,none,paypal,standard,completed,S50528
O706486,C104212,2025-01-29 15:43:16,android,paid_social,always_on,klarna,standard,completed,S50225
O706487,C100919,2025-12-29 02:18:32,web,direct,none,google_pay,standard,completed,
O706488,C103975,2025-06-01 15:11:25,android,direct,spring_sale,card,expedited,completed,
O706489,C100595,2025-08-16 09:14:09,web,direct,fall_event,card,standard,completed,
O706490,C101843,2025-02-03 05:25:32,web,direct,holiday_push,card,expedited,completed,S50732
O706491,C106184,2025-07-26 22:39:42,ios,paid_search,fall_event,card,expedited,completed,S51053
O706492,C102555,2025-12-08 15:39:01,web,referral,none,card,standard,completed,
O706493,C104685,2025-12-28 00:14:22,web,direct,holiday_push,paypal,expedited,returned,S50262
O706494,C100053,2025-11-19 13:44:34,web,organic,summer_splash,card,expedited,completed,
O706495,C102911,2025-10-14 10:10:52,web,direct,none,card,standard,completed,S51194
O706496,C104616,2025-07-09 13:18:23,web,direct,always_on,card,standard,completed,
O706497,C104788,2025-11-27 22:24:16,android,referral,none,card,expedited,completed,S51038
O706498,C103726,2025-06-01 19:37:23,web,direct,none,apple_pay,standard,cancelled,S50392
O706499,C104654,2025-11-07 07:39:26,android,referral,holiday_push,apple_pay,standard,completed,
O706500,C105450,2025-04-24 19:04:29,ios,paid_search,none,apple_pay,expedited,completed,S50543
O706501,C100131,2025-05-15 12:13:22,ios,organic,holiday_push,card,expedited,completed,S50714
O706502,C103538,2025-07-18 09:14:04,android,email,spring_sale,paypal,standard,completed,
O706503,C101506,2025-11-17 06:44:47,web,referral,holiday_push,card,standard,completed,S50535
O706504,C107042,2025-06-17 10:55:26,android,referral,always_on,card,standard,completed,S50666
O706505,C105656,2025-03-23 10:26:11,web,paid_search,holiday_push,paypal,expedited,returned,
O706506,C105111,2025-09-18 16:19:39,web,direct,spring_sale,card,standard,completed,
O706507,C105206,2025-06-09 13:40:17,web,email,spring_sale,card,standard,completed,
O706508,C105897,2025-05-10 10:12:59,web,email,spring_sale,card,standard,completed,
O706509,C101588,2025-05-09 09:27:03,android,direct,holiday_push,card,standard,completed,
O706510,C104921,2025-09-03 20:03:19,web,direct,summer_splash,card,expedited,cancelled,S50512
O706511,C102366,2025-11-29 09:32:34,ios,direct,holiday_push,card,expedited,completed,
O706512,C107366,2025-02-22 04:02:10,android,direct,always_on,paypal,standard,completed,
O706513,C100501,2025-05-22 07:02:40,web,direct,none,paypal,standard,returned,S50368
O706514,C102680,2025-05-25 23:48:57,web,paid_search,none,apple_pay,overnight,completed,S50403
O706515,C103408,2025-01-28 15:29:23,web,paid_social,spring_sale,card,standard,completed,S51163
O706516,C106528,2025-11-18 10:40:21,web,referral,fall_event,card,standard,completed,
O706517,C107690,2025-03-05 18:57:00,web,direct,fall_event,paypal,expedited,cancelled,S50360
O706518,C105989,2025-09-12 11:14:41,web,paid_social,none,google_pay,standard,completed,S50569
O706519,C107485,2025-12-25 10:44:06,ios,direct,none,card,standard,cancelled,
O706520,C103259,2025-05-01 06:02:24,ios,referral,none,card,standard,completed,
O706521,C104291,2025-04-03 21:28:43,android,paid_search,fall_event,paypal,standard,completed,
O706522,C106494,2025-06-17 08:53:06,web,direct,spring_sale,paypal,standard,completed,
O706523,C102969,2025-03-22 10:24:40,web,paid_social,none,card,standard,completed,
O706524,C105516,2025-08-17 13:11:47,android,organic,holiday_push,google_pay,standard,completed,S50073
O706525,C102363,2025-01-04 21:53:39,android,paid_search,spring_sale,card,expedited,completed,
O706526,C101005,2025-10-27 23:01:44,android,paid_search,always_on,card,standard,completed,S50920
O706527,C105853,2025-01-09 19:12:27,android,referral,fall_event,card,expedited,completed,S50044
O706528,C105192,2025-11-29 19:19:19,web,referral,none,card,expedited,completed,
O706529,C103624,2025-12-26 03:35:19,web,referral,holiday_push,apple_pay,standard,completed,S50833
O706530,C107482,2025-04-28 07:58:47,web,email,holiday_push,card,standard,completed,S51138
O706531,C104679,2025-02-08 16:01:29,android,direct,summer_splash,klarna,standard,completed,S50249
O706532,C105259,2025-09-25 07:59:27,web,direct,holiday_push,paypal,expedited,completed,S50492
O706533,C102175,2025-12-01 21:19:25,ios,paid_social,none,paypal,standard,completed,S50443
O706534,C103799,2025-04-18 21:16:41,web,organic,fall_event,paypal,standard,completed,S50821
O706535,C104469,2025-01-10 04:05:33,android,direct,fall_event,card,standard,completed,
O706536,C100215,2025-05-18 01:02:59,web,organic,none,card,standard,completed,S50467
O706537,C104668,2025-11-15 23:46:22,web,paid_search,spring_sale,apple_pay,standard,cancelled,
O706538,C107699,2025-12-13 20:16:13,web,direct,summer_splash,card,expedited,completed,S50892
O706539,C103894,2025-04-20 03:26:50,ios,paid_search,none,card,expedited,completed,S50702
O706540,C101041,2025-02-11 19:38:58,android,direct,summer_splash,google_pay,standard,completed,
O706541,C105821,2025-01-30 00:59:26,android,direct,none,google_pay,standard,completed,
O706542,C104307,2025-03-10 17:21:56,android,direct,holiday_push,google_pay,overnight,completed,S51096
O706543,C104819,2025-02-28 20:45:45,web,direct,fall_event,paypal,overnight,completed,
O706544,C106756,2025-03-31 20:32:27,android,email,fall_event,card,standard,completed,
O706545,C102012,2025-06-08 13:43:59,web,direct,none,card,standard,completed,S51125
O706546,C102635,2025-01-18 21:16:16,ios,direct,none,google_pay,standard,completed,
O706547,C102705,2025-06-21 21:12:07,web,email,none,google_pay,standard,cancelled,
O706548,C104517,2025-08-01 17:23:32,android,email,spring_sale,card,standard,completed,S50371
O706549,C107783,2025-08-15 10:15:47,android,paid_search,none,apple_pay,standard,completed,
O706550,C107214,2025-02-23 04:20:36,android,paid_search,none,apple_pay,standard,returned,S50717
O706551,C107965,2025-08-07 23:14:48,web,referral,summer_splash,apple_pay,standard,completed,
O706552,C106530,2025-10-15 21:25:20,web,paid_search,always_on,google_pay,standard,completed,S50701
O706553,C103387,2025-03-04 01:33:39,ios,organic,fall_event,card,standard,completed,
O706554,C104501,2025-12-27 17:20:18,web,referral,spring_sale,paypal,standard,completed,S50332
O706555,C104586,2025-06-03 22:33:47,web,direct,none,card,standard,completed,
O706556,C101324,2025-08-06 05:09:45,android,paid_search,holiday_push,paypal,standard,completed,S50611
O706557,C101531,2025-11-15 06:19:44,web,direct,summer_splash,paypal,expedited,completed,S50170
O706558,C107555,2025-03-15 05:07:49,web,organic,holiday_push,card,standard,returned,
O706559,C102728,2025-03-20 20:53:34,web,paid_search,holiday_push,card,standard,completed,
O706560,C104683,2025-07-25 03:58:14,ios,paid_search,none,card,standard,completed,S50122
O706561,C101602,2025-04-02 18:44:35,web,referral,none,card,standard,completed,S50159
O706562,C103825,2025-05-04 22:23:49,web,email,none,card,standard,completed,S50098
O706563,C100913,2025-03-13 12:45:55,web,paid_search,none,google_pay,standard,completed,
O706564,C105236,2025-07-11 09:01:54,android,organic,fall_event,card,expedited,completed,S50027
O706565,C103167,2025-03-03 18:37:04,android,email,spring_sale,paypal,standard,completed,S50464
O706566,C107149,2025-11-23 18:26:05,ios,paid_social,none,klarna,standard,completed,
O706567,C102961,2025-09-02 23:11:20,web,paid_search,always_on,paypal,standard,completed,
O706568,C106895,2025-05-18 16:50:59,web,direct,spring_sale,card,standard,completed,
O706569,C104225,2025-09-24 19:49:35,ios,referral,none,klarna,overnight,completed,S50186
O706570,C102312,2025-09-21 10:03:52,web,email,holiday_push,card,expedited,completed,S50885
O706571,C104330,2025-07-03 01:34:43,android,organic,spring_sale,card,standard,completed,S50345
O706572,C103368,2025-02-17 01:42:48,android,organic,none,card,standard,returned,S51001
O706573,C107926,2025-03-16 05:10:39,android,direct,none,klarna,standard,completed,S50076
O706574,C105448,2025-05-03 15:12:07,android,direct,always_on,card,standard,completed,S50931
O706575,C106077,2025-08-11 05:03:46,web,paid_social,none,card,expedited,completed,
O706576,C106220,2025-03-27 14:22:14,ios,paid_search,none,apple_pay,standard,cancelled,
O706577,C107332,2025-07-20 19:04:22,web,paid_search,fall_event,card,standard,completed,
O706578,C105028,2025-06-25 07:03:39,web,paid_social,none,paypal,standard,completed,S51188
O706579,C105626,2025-01-25 08:59:35,ios,organic,none,apple_pay,standard,completed,
O706580,C104467,2025-05-13 06:57:36,web,paid_search,none,card,expedited,completed,
O706581,C106490,2025-03-25 15:31:12,ios,email,none,card,standard,completed,
O706582,C105501,2025-08-19 05:46:43,web,direct,summer_splash,card,standard,completed,S50666
O706583,C105424,2025-08-06 00:07:47,ios,paid_social,spring_sale,card,expedited,completed,
O706584,C104218,2025-10-07 06:42:47,web,paid_social,none,card,standard,completed,S50008
O706585,C107661,2025-05-02 08:02:27,web,paid_social,holiday_push,card,standard,completed,S50949
O706586,C106520,2025-11-14 22:02:30,android,direct,none,card,overnight,completed,S50414
O706587,C100265,2025-07-01 21:27:38,web,organic,spring_sale,card,expedited,returned,S50775
O706588,C100796,2025-03-03 03:48:18,web,direct,always_on,google_pay,standard,completed,S50627
O706589,C101201,2025-12-05 11:57:27,web,direct,none,card,standard,completed,S50226
O706590,C105891,2025-06-14 20:13:00,ios,direct,fall_event,google_pay,expedited,completed,S50788
O706591,C102380,2025-01-25 13:22:30,web,email,fall_event,card,standard,completed,
O706592,C101104,2025-04-15 14:55:16,ios,email,none,card,standard,completed,S50401
O706593,C105074,2025-08-08 16:18:11,web,organic,none,card,standard,completed,S50024
O706594,C104441,2025-11-22 09:18:39,web,paid_search,always_on,google_pay,overnight,completed,S50232
O706595,C104405,2025-10-16 17:34:40,android,direct,summer_splash,card,standard,completed,S50944
O706596,C107282,2025-10-31 19:33:17,web,direct,none,card,standard,completed,S50918
O706597,C105017,2025-07-14 03:05:07,ios,email,none,card,expedited,completed,S50769
O706598,C107777,2025-03-29 23:37:53,android,direct,holiday_push,card,standard,completed,
O706599,C102143,2025-10-29 23:40:59,android,direct,spring_sale,apple_pay,expedited,completed,S50215
O706600,C100432,2025-01-23 14:43:34,android,email,fall_event,google_pay,standard,completed,
O706601,C104757,2025-11-13 19:55:17,web,direct,none,google_pay,standard,completed,
O706602,C106278,2025-05-13 21:49:30,web,direct,summer_splash,card,standard,completed,S50373
O706603,C100058,2025-03-12 17:59:02,android,email,always_on,klarna,standard,completed,S50382
O706604,C102910,2025-01-29 20:48:31,web,direct,spring_sale,google_pay,standard,completed,S50310
O706605,C106788,2025-04-21 05:47:23,web,direct,none,paypal,expedited,completed,
O706606,C100506,2025-07-04 03:01:49,web,direct,none,google_pay,standard,completed,S51039
O706607,C100966,2025-09-17 00:52:18,web,direct,none,card,standard,completed,
O706608,C103954,2025-05-01 07:08:30,android,organic,fall_event,paypal,standard,completed,S51180
O706609,C102290,2025-05-10 18:18:00,web,paid_social,none,apple_pay,standard,completed,
O706610,C104659,2025-10-07 07:07:55,ios,email,fall_event,card,expedited,returned,
O706611,C101114,2025-12-29 04:13:56,web,direct,holiday_push,card,standard,completed,
O706612,C100810,2025-08-13 07:03:21,web,direct,none,apple_pay,expedited,completed,
O706613,C102548,2025-12-06 16:01:40,ios,direct,none,card,expedited,completed,
O706614,C105220,2025-03-12 12:47:39,ios,direct,none,apple_pay,standard,completed,
O706615,C104866,2025-09-07 17:20:59,android,paid_social,none,paypal,standard,returned,S50223
O706616,C101027,2025-02-12 11:37:28,ios,direct,none,paypal,standard,completed,
O706617,C106650,2025-08-13 20:19:00,web,email,none,card,standard,completed,
O706618,C100321,2025-02-19 22:27:07,ios,direct,spring_sale,card,expedited,completed,
O706619,C102827,2025-05-18 12:22:31,web,direct,none,paypal,standard,completed,
O706620,C104986,2025-03-27 03:54:31,web,referral,spring_sale,card,expedited,completed,S50353
O706621,C104331,2025-02-18 17:11:38,web,paid_search,none,paypal,standard,completed,S50719
O706622,C101124,2025-04-17 15:32:28,ios,paid_search,none,klarna,standard,completed,
O706623,C101507,2025-06-12 03:43:11,web,direct,none,google_pay,standard,completed,S50577
O706624,C102749,2025-12-10 18:58:43,web,referral,holiday_push,card,standard,completed,S50034
O706625,C107228,2025-03-09 04:38:58,ios,organic,none,card,standard,cancelled,S50366
O706626,C106651,2025-08-23 06:48:11,android,direct,spring_sale,card,standard,completed,S50524
O706627,C105892,2025-08-27 16:20:20,ios,direct,summer_splash,card,expedited,completed,S51026
O706628,C106479,2025-12-04 11:07:25,android,organic,summer_splash,klarna,standard,completed,
O706629,C102903,2025-07-05 19:58:53,android,paid_social,always_on,paypal,standard,completed,
O706630,C105117,2025-03-31 23:48:59,ios,paid_search,none,card,standard,completed,S50800
O706631,C100078,2025-07-15 02:35:27,ios,direct,always_on,card,expedited,completed,S50671
O706632,C102126,2025-07-15 10:33:59,ios,email,holiday_push,paypal,standard,completed,
O706633,C102898,2025-09-09 07:29:41,ios,paid_search,spring_sale,paypal,expedited,completed,
O706634,C103688,2025-08-04 21:14:20,android,direct,none,apple_pay,standard,completed,
O706635,C105146,2025-12-07 07:38:09,ios,paid_social,none,card,expedited,completed,
O706636,C102932,2025-01-02 09:56:04,android,referral,always_on,card,expedited,completed,
O706637,C102458,2025-04-20 15:39:57,android,direct,holiday_push,paypal,overnight,completed,S50850
O706638,C100581,2025-03-03 22:24:14,web,email,spring_sale,klarna,expedited,completed,
O706639,C104587,2025-09-12 07:45:15,web,paid_social,none,card,expedited,completed,
O706640,C103875,2025-01-01 09:20:47,web,email,summer_splash,card,standard,completed,S50674
O706641,C101291,2025-05-08 08:09:42,web,paid_search,none,card,standard,completed,
O706642,C101367,2025-04-30 00:58:10,web,direct,none,paypal,expedited,completed,
O706643,C102743,2025-08-19 19:10:00,web,paid_search,summer_splash,card,expedited,completed,S50737
O706644,C100786,2025-10-11 06:11:38,web,direct,always_on,apple_pay,standard,completed,S50825
O706645,C102001,2025-03-12 06:35:46,android,paid_social,holiday_push,card,expedited,completed,
O706646,C103126,2025-01-08 00:01:01,android,paid_social,always_on,card,standard,completed,
O706647,C105538,2025-06-04 08:23:54,web,direct,none,apple_pay,standard,returned,
O706648,C102668,2025-05-30 04:34:47,ios,referral,none,card,overnight,completed,
O706649,C105446,2025-07-14 02:34:23,web,email,fall_event,paypal,overnight,completed,
O706650,C103341,2025-08-08 10:58:50,web,referral,none,card,expedited,completed,S51045
O706651,C100648,2025-07-29 11:40:33,web,direct,spring_sale,paypal,standard,completed,
O706652,C104726,2025-05-01 08:39:13,web,direct,spring_sale,paypal,standard,completed,
O706653,C102773,2025-03-15 16:19:25,android,organic,fall_event,card,standard,completed,S50811
O706654,C106776,2025-05-31 01:42:53,android,email,spring_sale,card,expedited,completed,S50666
O706655,C106930,2025-07-11 09:43:39,android,paid_search,fall_event,card,overnight,completed,
O706656,C106654,2025-12-21 07:13:49,web,direct,none,paypal,standard,completed,
O706657,C102535,2025-06-02 11:59:28,ios,direct,always_on,paypal,standard,completed,
O706658,C104014,2025-11-28 04:13:41,ios,referral,none,google_pay,standard,completed,
O706659,C103616,2025-11-06 22:03:15,android,organic,fall_event,card,standard,completed,
O706660,C100421,2025-11-14 12:14:29,android,organic,summer_splash,card,expedited,completed,S51098
O706661,C106227,2025-05-02 04:49:52,web,organic,none,paypal,standard,completed,
O706662,C104560,2025-11-24 14:58:10,web,referral,none,card,overnight,completed,
O706663,C107491,2025-07-02 20:43:21,web,direct,summer_splash,card,expedited,cancelled,
O706664,C105675,2025-11-23 01:03:48,web,referral,none,paypal,standard,completed,
O706665,C105360,2025-07-29 21:11:43,android,referral,none,card,standard,completed,S50296
O706666,C101738,2025-07-01 05:45:19,android,organic,none,klarna,expedited,completed,S50386
O706667,C106624,2025-09-30 19:16:30,web,email,summer_splash,card,standard,completed,
O706668,C101716,2025-02-17 00:57:02,android,organic,spring_sale,card,standard,completed,
O706669,C102531,2025-12-04 07:08:08,web,paid_social,always_on,card,standard,returned,
O706670,C106768,2025-07-02 23:33:11,web,direct,none,card,standard,completed,
O706671,C101827,2025-01-14 16:20:37,web,organic,always_on,card,expedited,completed,S51021
O706672,C101061,2025-11-11 01:14:47,web,direct,summer_splash,card,standard,completed,S50079
O706673,C104873,2025-05-22 19:05:22,web,paid_search,fall_event,card,standard,returned,S50795
O706674,C104818,2025-07-16 00:16:33,web,paid_search,fall_event,google_pay,standard,completed,
O706675,C107816,2025-09-23 00:23:19,ios,email,none,card,expedited,completed,
O706676,C102577,2025-11-29 09:46:52,web,organic,none,apple_pay,standard,completed,
O706677,C101341,2025-12-09 03:08:10,web,direct,spring_sale,card,standard,completed,S50120
O706678,C101244,2025-12-28 10:15:31,web,direct,holiday_push,card,expedited,completed,S51175
O706679,C100932,2025-11-06 09:12:20,android,paid_social,none,card,standard,completed,
O706680,C103334,2025-04-19 03:12:32,android,organic,holiday_push,card,standard,completed,
O706681,C103458,2025-06-05 19:48:28,web,email,always_on,card,standard,completed,S50486
O706682,C100678,2025-08-14 02:46:14,ios,direct,fall_event,card,standard,completed,
O706683,C106562,2025-12-18 14:09:07,web,paid_social,none,card,standard,completed,
O706684,C103789,2025-01-21 09:44:38,android,referral,fall_event,paypal,standard,completed,S50445
O706685,C102973,2025-01-21 01:39:20,android,organic,holiday_push,klarna,standard,completed,
O706686,C107483,2025-07-19 18:27:18,web,paid_social,none,paypal,standard,returned,S50087
O706687,C104730,2025-09-17 17:12:11,android,paid_social,none,apple_pay,expedited,completed,
O706688,C106551,2025-06-17 12:49:57,android,direct,none,apple_pay,standard,returned,
O706689,C102164,2025-10-21 11:04:21,ios,referral,fall_event,google_pay,standard,completed,
O706690,C107472,2025-10-07 20:41:58,android,paid_search,none,klarna,standard,completed,S50143
O706691,C103321,2025-03-30 10:20:23,ios,email,none,card,standard,completed,S50303
O706692,C101183,2025-08-19 04:41:59,android,email,always_on,klarna,standard,returned,S50948
O706693,C106518,2025-04-20 23:09:52,web,referral,always_on,card,standard,returned,S51069
O706694,C102876,2025-08-18 08:40:26,web,organic,summer_splash,card,standard,completed,S50957
O706695,C101873,2025-12-22 19:13:35,web,organic,none,card,standard,completed,S50504
O706696,C102760,2025-06-21 03:06:59,web,referral,always_on,paypal,standard,completed,
O706697,C107691,2025-05-18 12:47:08,web,direct,spring_sale,card,standard,completed,
O706698,C106420,2025-04-14 05:35:29,android,organic,summer_splash,paypal,overnight,completed,S50795
O706699,C101899,2025-03-22 02:08:04,android,email,none,klarna,expedited,completed,
O706700,C103705,2025-11-19 10:09:58,ios,organic,none,card,expedited,completed,S50239
O706701,C105085,2025-03-19 13:09:58,ios,direct,summer_splash,card,standard,completed,S50835
O706702,C107485,2025-03-27 13:15:36,android,organic,none,card,standard,completed,
O706703,C104137,2025-12-30 09:43:10,ios,direct,always_on,card,standard,completed,
O706704,C104571,2025-01-22 22:41:20,android,direct,holiday_push,card,standard,completed,S50952
O706705,C102525,2025-07-28 19:00:21,web,paid_search,none,paypal,standard,completed,S50301
O706706,C100173,2025-11-01 02:45:02,web,direct,always_on,google_pay,expedited,completed,S50136
