order_item_id,order_id,product_id,quantity,list_price,discount_pct,unit_price
O704642-4,O704642,P10379,1,25.46,0.0,25.37
O704642-5,O704642,P10330,1,30.2,0.0,30.73
O704643-1,O704643,P10349,1,7.1,0.0,7.15
O704643-2,O704643,P10408,2,33.2,0.0,32.9
O704643-3,O704643,P10081,1,7.71,0.0,7.59
O704644-1,O704644,P10383,1,18.39,0.0,18.48
O704644-2,O704644,P10121,1,36.12,0.0,35.47
O704645-1,O704645,P10195,2,12.75,0.0,12.71
O704645-2,O704645,P10240,2,7.87,0.1,7.11
O704646-1,O704646,P10143,1,32.46,0.05,31.45
O704647-1,O704647,P10166,3,16.56,0.1,14.88
O704647-2,O704647,P10306,2,31.14,0.0,31.1
O704648-1,O704648,P10236,1,27.04,0.0,27.45
O704649-1,O704649,P10350,1,9.49,0.0,9.51
O704650-1,O704650,P10018,2,17.3,0.0,17.22
O704651-1,O704651,P10314,1,11.88,0.05,11.24
O704652-1,O704652,P10065,1,25.54,0.0,25.98
O704652-2,O704652,P10396,2,15.85,0.0,15.98
O704653-1,O704653,P10187,1,16.43,0.05,15.45
O704653-2,O704653,P10376,1,28.54,0.15,24.3
O704654-1,O704654,P10416,1,19.07,0.0,18.97
O704654-2,O704654,P10128,2,37.56,0.15,31.42
O704655-1,O704655,P10426,1,24.45,0.0,24.31
O704655-2,O704655,P10024,1,50.52,0.0,51.31
O704656-1,O704656,P10263,1,5.26,0.0,5.23
O704656-2,O704656,P10367,2,18.86,0.0,18.94
O704657-1,O704657,P10323,2,45.18,0.0,45.97
O704657-2,O704657,P10250,1,46.32,0.0,45.79
O704658-1,O704658,P10370,1,38.12,0.0,37.9
O704658-2,O704658,P10078,1,42.25,0.0,41.86
O704658-3,O704658,P10104,1,32.75,0.0,32.33
O704659-1,O704659,P10141,2,22.07,0.0,22.05
O704660-1,O704660,P10423,1,10.11,0.2,8.24
O704661-1,O704661,P10112,1,9.37,0.0,9.39
O704661-2,O704661,P10051,2,9.9,0.0,9.92
O704661-3,O704661,P10357,1,20.3,0.0,20.12
O704662-1,O704662,P10392,1,33.09,0.0,33.2
O704663-1,O704663,P10402,1,20.33,0.0,20.69
O704664-1,O704664,P10217,2,12.64,0.0,12.49
O704665-1,O704665,P10300,1,21.73,0.1,19.17
O704665-2,O704665,P10430,1,22.0,0.1,19.48
O704666-1,O704666,P10148,3,32.94,0.1,29.88
O704666-2,O704666,P10180,1,20.7,0.2,16.73
O704667-1,O704667,P10174,1,26.26,0.0,26.65
O704667-2,O704667,P10181,1,9.23,0.0,9.35
O704668-1,O704668,P10406,1,27.63,0.0,27.54
O704668-2,O704668,P10251,1,8.95,0.0,9.01
O704669-1,O704669,P10258,2,68.19,0.0,68.78
O704670-1,O704670,P10286,1,10.87,0.05,10.28
O704670-2,O704670,P10096,1,14.09,0.1,12.61
O704670-3,O704670,P10279,1,10.86,0.1,9.71
O704671-1,O704671,P10439,3,17.62,0.0,17.34
O704671-2,O704671,P10041,1,36.05,0.0,36.22
O704672-1,O704672,P10209,1,28.68,0.05,27.1
O704672-2,O704672,P10089,1,14.4,0.2,11.69
O704672-3,O704672,P10320,1,62.18,0.0,61.63
O704673-1,O704673,P10015,2,27.09,0.0,27.24
O704674-1,O704674,P10291,1,25.29,0.0,24.84
O704675-1,O704675,P10412,1,18.33,0.0,18.59
O704676-1,O704676,P10343,1,11.29,0.0,11.33
O704677-1,O704677,P10074,1,40.42,0.0,40.36
O704678-1,O704678,P10448,1,8.7,0.05,8.2
O704678-2,O704678,P10315,1,8.23,0.05,7.77
O704679-1,O704679,P10267,1,25.06,0.0,25.04
O704680-1,O704680,P10194,1,12.98,0.15,10.96
O704680-2,O704680,P10249,2,22.38,0.2,18.0
O704680-3,O704680,P10072,1,15.73,0.2,12.34
O704681-1,O704681,P10018,1,17.3,0.0,17.57
O704682-1,O704682,P10022,2,24.36,0.0,24.13
O704683-1,O704683,P10310,1,23.18,0.05,21.65
O704683-2,O704683,P10094,1,31.45,0.2,25.31
O704684-1,O704684,P10396,2,15.85,0.15,13.73
O704684-2,O704684,P10372,1,35.35,0.1,31.63
O704685-1,O704685,P10218,1,16.56,0.0,16.81
O704686-1,O704686,P10122,1,8.16,0.0,8.13
O704686-2,O704686,P10245,1,44.07,0.0,44.88
O704686-3,O704686,P10183,2,37.94,0.0,38.66
O704687-1,O704687,P10049,3,15.96,0.0,15.65
O704687-2,O704687,P10325,1,14.76,0.0,14.91
O704687-3,O704687,P10279,1,10.86,0.0,10.66
O704687-4,O704687,P10397,3,14.64,0.0,14.35
O704688-1,O704688,P10009,1,18.93,0.1,17.33
O704689-1,O704689,P10155,2,6.92,0.0,6.87
O704690-1,O704690,P10213,3,17.97,0.0,18.15
O704690-2,O704690,P10340,2,8.79,0.0,8.79
O704690-3,O704690,P10215,1,36.61,0.0,36.54
O704691-1,O704691,P10212,1,19.44,0.0,19.56
O704692-1,O704692,P10019,1,23.11,0.0,23.52
O704693-1,O704693,P10191,3,89.49,0.0,87.87
O704694-1,O704694,P10141,1,22.07,0.0,21.71
O704695-1,O704695,P10257,1,30.24,0.15,25.52
O704696-1,O704696,P10111,1,33.71,0.15,28.45
O704696-2,O704696,P10372,2,35.35,0.05,33.4
O704697-1,O704697,P10115,1,10.53,0.0,10.43
O704697-2,O704697,P10298,1,18.45,0.0,18.21
O704698-1,O704698,P10263,1,5.26,0.0,5.24
O704699-1,O704699,P10093,2,8.84,0.0,8.72
O704699-2,O704699,P10240,1,7.87,0.0,7.79
O704699-3,O704699,P10351,1,16.71,0.0,16.48
O704700-1,O704700,P10006,1,48.82,0.0,47.96
O704700-2,O704700,P10091,1,17.76,0.0,17.97
O704701-1,O704701,P10223,2,28.62,0.1,25.65
O704701-2,O704701,P10071,2,16.49,0.15,13.98
O704702-1,O704702,P10339,1,31.26,0.05,30.19
O704702-2,O704702,P10088,1,20.45,0.2,16.13
O704703-1,O704703,P10395,1,9.15,0.0,9.1
O704704-1,O704704,P10246,3,39.36,0.15,33.49
O704705-1,O704705,P10222,3,63.32,0.05,60.46
O704705-2,O704705,P10068,1,29.32,0.05,27.35
O704706-1,O704706,P10404,1,16.84,0.0,17.1
O704706-2,O704706,P10248,1,15.91,0.0,15.68
O704707-1,O704707,P10200,2,30.74,0.15,26.4
O704707-2,O704707,P10010,1,18.23,0.05,17.12
O704708-1,O704708,P10272,1,29.91,0.0,30.18
O704709-1,O704709,P10337,2,31.67,0.1,28.12
O704709-2,O704709,P10395,2,9.15,0.05,8.54
O704709-3,O704709,P10366,1,40.91,0.05,38.83
O704710-1,O704710,P10135,2,13.89,0.0,13.93
O704710-2,O704710,P10346,1,19.54,0.2,15.35
O704711-1,O704711,P10382,1,28.61,0.0,28.2
O704712-1,O704712,P10282,1,42.74,0.0,43.37
O704713-1,O704713,P10353,1,18.13,0.0,18.16
O704714-1,O704714,P10232,1,16.33,0.1,14.49
O704715-1,O704715,P10181,1,9.23,0.1,8.19
O704715-2,O704715,P10444,1,14.69,0.0,14.42
O704716-1,O704716,P10020,1,15.32,0.0,15.22
O704716-2,O704716,P10204,1,11.69,0.1,10.42
O704717-1,O704717,P10261,2,15.72,0.05,15.01
O704718-1,O704718,P10404,1,16.84,0.05,15.75
O704719-1,O704719,P10425,1,12.89,0.1,11.66
O704720-1,O704720,P10443,2,39.42,0.05,37.24
O704721-1,O704721,P10403,1,38.61,0.1,35.38
O704721-2,O704721,P10101,1,30.53,0.0,30.8
O704722-1,O704722,P10302,3,12.19,0.2,9.73
O704723-1,O704723,P10328,1,34.47,0.0,35.05
O704723-2,O704723,P10424,2,37.45,0.05,36.17
O704724-1,O704724,P10184,2,18.48,0.05,17.48
O704725-1,O704725,P10090,1,29.7,0.0,30.02
O704725-2,O704725,P10064,1,21.21,0.0,21.61
O704725-3,O704725,P10220,1,9.79,0.0,9.83
O704726-1,O704726,P10253,1,44.91,0.0,44.35
O704727-1,O704727,P10243,1,20.44,0.2,16.64
O704727-2,O704727,P10228,1,14.13,0.1,12.55
O704727-3,O704727,P10335,2,24.61,0.05,23.67
O704728-1,O704728,P10344,3,17.08,0.0,17.28
O704728-2,O704728,P10208,3,25.39,0.0,25.35
O704729-1,O704729,P10368,1,15.45,0.2,12.53
O704729-2,O704729,P10105,1,35.14,0.05,34.0
O704729-3,O704729,P10064,3,21.21,0.05,19.77
O704730-1,O704730,P10252,1,12.33,0.1,10.95
O704730-2,O704730,P10275,1,8.93,0.05,8.39
O704731-1,O704731,P10421,1,25.02,0.0,25.05
O704731-2,O704731,P10321,1,10.71,0.0,10.54
O704731-3,O704731,P10015,2,27.09,0.0,27.31
O704732-1,O704732,P10122,1,8.16,0.0,8.32
O704733-1,O704733,P10444,1,14.69,0.05,13.85
O704733-2,O704733,P10005,2,10.06,0.1,9.04
O704734-1,O704734,P10165,1,8.69,0.0,8.78
O704735-1,O704735,P10112,1,9.37,0.0,9.4
O704735-2,O704735,P10215,1,36.61,0.0,36.06
O704735-3,O704735,P10194,2,12.98,0.0,12.76
O704735-4,O704735,P10037,1,8.62,0.0,8.65
O704735-5,O704735,P10068,1,29.32,0.0,29.39
O704736-1,O704736,P10226,1,24.54,0.0,24.97
O704736-2,O704736,P10032,1,28.49,0.0,28.63
O704737-1,O704737,P10120,3,11.67,0.0,11.73
O704737-2,O704737,P10249,2,22.38,0.0,21.94
O704737-3,O704737,P10278,1,23.16,0.0,23.19
O704738-1,O704738,P10226,1,24.54,0.0,24.84
O704739-1,O704739,P10236,2,27.04,0.0,27.06
O704739-2,O704739,P10162,2,38.37,0.0,38.82
O704740-1,O704740,P10170,1,12.04,0.0,12.14
O704741-1,O704741,P10400,1,20.64,0.0,20.69
O704741-2,O704741,P10184,2,18.48,0.0,18.39
O704742-1,O704742,P10340,1,8.79,0.1,7.85
O704742-2,O704742,P10242,2,19.38,0.1,17.14
O704742-3,O704742,P10410,1,9.02,0.15,7.66
O704743-1,O704743,P10327,2,38.74,0.05,36.65
O704743-2,O704743,P10151,3,32.55,0.0,32.8
O704744-1,O704744,P10081,1,7.71,0.0,7.83
O704745-1,O704745,P10375,2,10.63,0.0,10.69
O704745-2,O704745,P10302,2,12.19,0.0,12.4
O704746-1,O704746,P10266,1,20.39,0.0,20.53
O704746-2,O704746,P10272,1,29.91,0.0,30.07
O704747-1,O704747,P10363,1,10.92,0.2,8.68
O704748-1,O704748,P10389,1,13.0,0.0,12.96
O704748-2,O704748,P10160,2,16.1,0.0,16.34
O704748-3,O704748,P10087,1,30.75,0.0,30.74
O704748-4,O704748,P10178,1,8.65,0.0,8.64
O704749-1,O704749,P10117,1,26.58,0.15,22.51
O704750-1,O704750,P10175,1,26.03,0.0,26.13
O704751-1,O704751,P10111,1,33.71,0.05,32.39
O704751-2,O704751,P10145,1,43.64,0.2,35.23
O704751-3,O704751,P10135,1,13.89,0.1,12.3
O704752-1,O704752,P10177,1,10.89,0.0,11.02
O704752-2,O704752,P10416,1,19.07,0.0,18.75
O704753-1,O704753,P10362,1,6.01,0.0,6.07
O704754-1,O704754,P10379,1,25.46,0.15,21.41
O704754-2,O704754,P10108,3,28.87,0.05,26.96
O704755-1,O704755,P10099,1,24.92,0.1,22.1
O704756-1,O704756,P10292,1,22.85,0.0,22.43
O704756-2,O704756,P10167,1,17.02,0.0,17.24
O704757-1,O704757,P10204,3,11.69,0.1,10.71
O704758-1,O704758,P10051,2,9.9,0.1,8.97
O704759-1,O704759,P10222,1,63.32,0.0,64.01
O704759-2,O704759,P10333,1,20.96,0.0,21.12
O704760-1,O704760,P10349,1,7.1,0.0,7.07
O704761-1,O704761,P10110,1,37.7,0.0,37.65
O704762-1,O704762,P10366,1,40.91,0.0,41.69
O704763-1,O704763,P10172,1,29.83,0.0,29.81
O704763-2,O704763,P10083,1,18.72,0.0,18.7
O704764-1,O704764,P10409,2,27.57,0.0,27.87
O704764-2,O704764,P10427,1,10.92,0.0,11.07
O704765-1,O704765,P10049,1,15.96,0.0,15.9
O704766-1,O704766,P10118,1,19.26,0.1,17.48
O704767-1,O704767,P10153,1,10.85,0.0,11.0
O704767-2,O704767,P10259,1,20.63,0.15,17.67
O704768-1,O704768,P10447,3,20.73,0.0,20.58
O704768-2,O704768,P10411,1,19.63,0.0,19.6
O704768-3,O704768,P10227,1,17.46,0.0,17.34
O704768-4,O704768,P10445,1,18.42,0.0,18.11
O704769-1,O704769,P10045,2,26.82,0.1,24.34
O704770-1,O704770,P10349,1,7.1,0.2,5.64
O704770-2,O704770,P10407,1,46.21,0.1,41.63
O704770-3,O704770,P10094,1,31.45,0.2,24.69
O704771-1,O704771,P10171,3,19.56,0.0,19.88
O704771-2,O704771,P10432,1,9.87,0.2,7.96
O704772-1,O704772,P10172,1,29.83,0.0,29.64
O704773-1,O704773,P10090,1,29.7,0.0,29.4
O704774-1,O704774,P10024,2,50.52,0.0,51.03
O704774-2,O704774,P10027,1,25.94,0.0,25.5
O704775-1,O704775,P10398,3,8.87,0.2,7.05
O704775-2,O704775,P10367,1,18.86,0.2,15.02
O704776-1,O704776,P10169,1,19.25,0.2,15.68
O704777-1,O704777,P10241,1,21.38,0.0,21.79
O704778-1,O704778,P10077,1,13.77,0.0,13.8
O704778-2,O704778,P10234,1,36.88,0.0,36.36
O704779-1,O704779,P10307,1,23.27,0.0,23.65
O704779-2,O704779,P10403,1,38.61,0.0,38.07
O704779-3,O704779,P10109,1,31.68,0.0,31.78
O704780-1,O704780,P10370,1,38.12,0.0,37.99
O704781-1,O704781,P10022,3,24.36,0.0,24.35
O704781-2,O704781,P10222,3,63.32,0.0,62.52
O704782-1,O704782,P10194,1,12.98,0.0,13.23
O704783-1,O704783,P10074,1,40.42,0.0,39.62
O704784-1,O704784,P10355,1,18.28,0.15,15.6
O704784-2,O704784,P10002,2,39.16,0.0,38.54
O704784-3,O704784,P10402,1,20.33,0.0,19.98
O704784-4,O704784,P10358,1,18.12,0.2,14.51
O704785-1,O704785,P10405,1,14.8,0.0,14.62
O704785-2,O704785,P10047,2,19.69,0.0,19.54
O704786-1,O704786,P10084,1,26.31,0.0,26.43
O704786-2,O704786,P10035,1,14.18,0.0,13.92
O704786-3,O704786,P10402,1,20.33,0.0,20.22
O704787-1,O704787,P10411,1,19.63,0.0,19.67
O704788-1,O704788,P10012,1,42.21,0.0,42.47
O704788-2,O704788,P10072,1,15.73,0.0,15.75
O704789-1,O704789,P10134,3,19.43,0.0,19.24
O704789-2,O704789,P10236,1,27.04,0.0,26.52
O704790-1,O704790,P10405,2,14.8,0.0,14.96
O704790-2,O704790,P10419,2,29.63,0.0,29.35
O704791-1,O704791,P10429,1,11.57,0.1,10.39
O704792-1,O704792,P10318,2,30.55,0.0,30.13
O704792-2,O704792,P10152,1,21.97,0.0,22.39
O704792-3,O704792,P10355,1,18.28,0.0,18.32
O704793-1,O704793,P10272,1,29.91,0.0,29.33
O704794-1,O704794,P10269,1,19.37,0.0,19.7
O704794-2,O704794,P10132,1,15.45,0.0,15.61
O704795-1,O704795,P10237,2,18.24,0.15,15.76
O704795-2,O704795,P10141,1,22.07,0.1,19.93
O704796-1,O704796,P10435,2,19.26,0.05,18.39
O704797-1,O704797,P10253,1,44.91,0.0,44.76
O704798-1,O704798,P10260,2,15.56,0.15,13.12
O704799-1,O704799,P10188,1,18.74,0.1,16.55
O704799-2,O704799,P10244,1,16.57,0.2,13.21
O704800-1,O704800,P10303,2,8.48,0.0,8.34
O704801-1,O704801,P10185,3,28.07,0.2,22.87
O704801-2,O704801,P10396,1,15.85,0.15,13.61
O704801-3,O704801,P10392,1,33.09,0.15,28.34
O704801-4,O704801,P10162,1,38.37,0.05,35.95
O704802-1,O704802,P10348,2,38.22,0.05,35.95
O704802-2,O704802,P10270,1,9.27,0.1,8.2
O704802-3,O704802,P10358,1,18.12,0.05,16.98
O704803-1,O704803,P10171,2,19.56,0.0,19.45
O704804-1,O704804,P10163,1,10.85,0.15,9.09
O704805-1,O704805,P10209,1,28.68,0.15,24.61
O704806-1,O704806,P10095,2,16.68,0.0,16.59
O704807-1,O704807,P10084,1,26.31,0.0,26.0
O704807-2,O704807,P10203,1,21.44,0.0,21.8
O704807-3,O704807,P10013,1,16.01,0.0,16.27
O704807-4,O704807,P10127,2,41.08,0.0,40.91
O704807-5,O704807,P10193,2,4.99,0.0,5.02
O704808-1,O704808,P10273,1,26.52,0.2,20.83
O704809-1,O704809,P10410,1,9.02,0.0,9.04
O704810-1,O704810,P10413,2,35.5,0.2,28.42
O704811-1,O704811,P10355,2,18.28,0.0,18.39
O704812-1,O704812,P10301,1,13.47,0.0,13.58
O704812-2,O704812,P10090,3,29.7,0.0,29.75
O704813-1,O704813,P10178,1,8.65,0.2,7.03
O704814-1,O704814,P10361,1,22.6,0.0,22.51
O704815-1,O704815,P10208,1,25.39,0.0,25.56
O704816-1,O704816,P10106,2,47.59,0.0,46.68
O704816-2,O704816,P10068,1,29.32,0.0,29.8
O704817-1,O704817,P10308,2,48.65,0.0,48.27
O704818-1,O704818,P10223,1,28.62,0.0,28.24
O704818-2,O704818,P10217,3,12.64,0.1,11.33
O704819-1,O704819,P10164,1,15.8,0.0,15.52
O704820-1,O704820,P10334,1,27.62,0.0,27.6
O704821-1,O704821,P10395,1,9.15,0.0,9.12
O704821-2,O704821,P10391,1,22.11,0.15,18.75
O704821-3,O704821,P10208,1,25.39,0.1,23.14
O704822-1,O704822,P10146,3,24.08,0.05,22.64
O704823-1,O704823,P10295,1,8.09,0.0,8.2
O704824-1,O704824,P10064,1,21.21,0.0,21.48
O704824-2,O704824,P10334,1,27.62,0.0,27.58
O704824-3,O704824,P10417,1,31.52,0.05,30.22
O704825-1,O704825,P10345,2,34.0,0.0,33.33
O704825-2,O704825,P10212,1,19.44,0.0,19.73
O704826-1,O704826,P10320,1,62.18,0.0,62.5
O704826-2,O704826,P10229,1,24.01,0.0,23.71
O704826-3,O704826,P10276,2,17.07,0.0,17.02
O704827-1,O704827,P10160,1,16.1,0.0,15.9
O704828-1,O704828,P10395,1,9.15,0.0,9.23
O704828-2,O704828,P10222,1,63.32,0.0,62.96
O704828-3,O704828,P10354,1,15.68,0.0,15.57
O704829-1,O704829,P10124,1,10.79,0.0,10.59
O704829-2,O704829,P10345,1,34.0,0.0,33.69
O704830-1,O704830,P10200,2,30.74,0.05,28.83
O704831-1,O704831,P10153,1,10.85,0.15,9.09
O704831-2,O704831,P10091,1,17.76,0.2,14.36
O704831-3,O704831,P10269,1,19.37,0.0,19.75
O704832-1,O704832,P10131,1,12.84,0.0,12.7
O704832-2,O704832,P10226,2,24.54,0.0,24.14
O704832-3,O704832,P10363,1,10.92,0.0,11.08
O704833-1,O704833,P10299,2,15.99,0.0,15.79
O704834-1,O704834,P10365,1,25.56,0.0,25.96
O704834-2,O704834,P10389,1,13.0,0.0,12.94
O704835-1,O704835,P10202,1,18.28,0.0,18.33
O704835-2,O704835,P10318,1,30.55,0.0,30.81
O704836-1,O704836,P10124,1,10.79,0.0,10.68
O704837-1,O704837,P10271,1,28.22,0.2,22.55
O704838-1,O704838,P10062,1,17.43,0.15,14.73
O704838-2,O704838,P10400,1,20.64,0.15,17.78
O704839-1,O704839,P10009,1,18.93,0.0,18.9
O704840-1,O704840,P10388,1,12.77,0.0,12.91
O704841-1,O704841,P10375,1,10.63,0.2,8.56
O704841-2,O704841,P10112,2,9.37,0.15,8.12
O704842-1,O704842,P10234,1,36.88,0.1,33.24
O704843-1,O704843,P10421,1,25.02,0.0,24.56
O704844-1,O704844,P10421,1,25.02,0.1,22.76
O704845-1,O704845,P10423,2,10.11,0.05,9.68
O704845-2,O704845,P10028,3,14.13,0.15,12.2
O704846-1,O704846,P10348,1,38.22,0.2,30.68
O704847-1,O704847,P10211,1,36.36,0.15,31.1
O704848-1,O704848,P10323,1,45.18,0.0,44.37
O704849-1,O704849,P10267,2,25.06,0.0,24.68
O704850-1,O704850,P10163,1,10.85,0.15,9.1
O704851-1,O704851,P10057,2,5.3,0.0,5.25
O704852-1,O704852,P10332,1,16.62,0.0,16.74
O704853-1,O704853,P10267,2,25.06,0.05,23.35
O704854-1,O704854,P10073,2,27.92,0.0,28.28
O704854-2,O704854,P10400,1,20.64,0.0,20.39
O704855-1,O704855,P10381,2,14.26,0.0,14.06
O704856-1,O704856,P10421,1,25.02,0.1,22.27
O704857-1,O704857,P10084,1,26.31,0.0,26.46
O704858-1,O704858,P10000,1,35.45,0.0,35.05
O704859-1,O704859,P10373,1,4.99,0.0,4.91
O704860-1,O704860,P10002,1,39.16,0.0,39.54
O704861-1,O704861,P10027,1,25.94,0.15,21.72
O704862-1,O704862,P10054,2,19.69,0.15,17.04
O704863-1,O704863,P10169,1,19.25,0.0,18.92
O704864-1,O704864,P10265,2,10.47,0.1,9.41
O704865-1,O704865,P10024,2,50.52,0.0,50.56
O704866-1,O704866,P10380,1,12.53,0.0,12.53
O704867-1,O704867,P10396,1,15.85,0.0,15.73
O704867-2,O704867,P10353,1,18.13,0.0,17.98
O704868-1,O704868,P10392,3,33.09,0.0,32.71
O704868-2,O704868,P10359,2,17.97,0.0,18.17
O704868-3,O704868,P10135,1,13.89,0.0,13.73
O704868-4,O704868,P10001,1,74.17,0.0,73.86
O704868-5,O704868,P10095,1,16.68,0.0,16.47
O704869-1,O704869,P10266,1,20.39,0.0,20.16
O704870-1,O704870,P10144,1,40.35,0.15,34.45
O704870-2,O704870,P10241,2,21.38,0.05,20.06
O704871-1,O704871,P10194,2,12.98,0.2,10.53
O704871-2,O704871,P10302,1,12.19,0.2,9.83
O704872-1,O704872,P10223,2,28.62,0.2,22.44
O704872-2,O704872,P10376,1,28.54,0.2,22.72
O704873-1,O704873,P10261,1,15.72,0.0,15.43
O704874-1,O704874,P10176,1,24.38,0.0,24.36
O704874-2,O704874,P10228,1,14.13,0.0,14.1
O704875-1,O704875,P10375,1,10.63,0.0,10.76
O704875-2,O704875,P10140,1,21.97,0.0,22.4
O704875-3,O704875,P10158,1,9.36,0.0,9.47
O704876-1,O704876,P10150,1,35.08,0.0,35.62
O704876-2,O704876,P10063,1,16.11,0.0,16.3
O704877-1,O704877,P10028,3,14.13,0.0,13.92
O704878-1,O704878,P10037,2,8.62,0.0,8.59
O704878-2,O704878,P10225,1,34.68,0.0,35.2
O704878-3,O704878,P10362,1,6.01,0.0,6.11
O704878-4,O704878,P10042,1,13.9,0.0,13.86
O704879-1,O704879,P10093,3,8.84,0.0,8.74
O704879-2,O704879,P10236,3,27.04,0.1,24.46
O704880-1,O704880,P10180,2,20.7,0.2,16.58
O704881-1,O704881,P10280,1,29.5,0.0,29.0
O704881-2,O704881,P10131,1,12.84,0.0,12.98
O704881-3,O704881,P10262,1,22.71,0.0,22.77
O704881-4,O704881,P10004,1,15.19,0.0,14.91
O704882-1,O704882,P10287,1,30.66,0.1,27.7
O704883-1,O704883,P10136,1,10.08,0.0,10.04
O704884-1,O704884,P10285,1,10.52,0.05,9.94
O704884-2,O704884,P10129,1,38.03,0.1,34.67
O704885-1,O704885,P10347,2,33.76,0.1,30.69
O704885-2,O704885,P10329,1,9.49,0.1,8.64
O704886-1,O704886,P10160,1,16.1,0.0,16.26
O704886-2,O704886,P10266,1,20.39,0.0,20.42
O704887-1,O704887,P10212,1,19.44,0.2,15.31
O704887-2,O704887,P10183,2,37.94,0.1,33.97
O704888-1,O704888,P10293,1,4.99,0.0,4.9
O704888-2,O704888,P10202,1,18.28,0.2,14.78
O704889-1,O704889,P10242,1,19.38,0.0,19.37
O704889-2,O704889,P10260,1,15.56,0.0,15.82
O704890-1,O704890,P10165,1,8.69,0.0,8.64
O704890-2,O704890,P10359,1,17.97,0.0,18.3
O704891-1,O704891,P10137,1,12.7,0.0,12.88
O704892-1,O704892,P10099,1,24.92,0.15,21.03
O704893-1,O704893,P10089,2,14.4,0.0,14.2
O704894-1,O704894,P10368,1,15.45,0.0,15.64
O704894-2,O704894,P10391,1,22.11,0.0,22.21
O704895-1,O704895,P10030,1,30.33,0.15,25.65
O704895-2,O704895,P10000,3,35.45,0.15,30.41
O704896-1,O704896,P10206,1,17.37,0.0,17.04
O704896-2,O704896,P10359,2,17.97,0.0,18.28
O704896-3,O704896,P10258,1,68.19,0.0,68.18
O704897-1,O704897,P10371,1,27.37,0.0,27.38
O704897-2,O704897,P10009,3,18.93,0.15,16.25
O704898-1,O704898,P10017,2,9.79,0.15,8.22
O704899-1,O704899,P10180,1,20.7,0.0,20.37
O704899-2,O704899,P10036,1,11.09,0.0,11.14
O704900-1,O704900,P10041,1,36.05,0.05,33.72
O704901-1,O704901,P10363,1,10.92,0.0,10.9
O704902-1,O704902,P10129,1,38.03,0.05,36.78
O704903-1,O704903,P10002,1,39.16,0.0,38.43
O704903-2,O704903,P10075,1,20.43,0.0,20.18
O704904-1,O704904,P10185,1,28.07,0.0,28.53
O704904-2,O704904,P10047,3,19.69,0.0,19.65
O704905-1,O704905,P10137,3,12.7,0.0,12.92
O704906-1,O704906,P10286,1,10.87,0.0,10.71
O704907-1,O704907,P10079,3,22.95,0.0,23.26
O704908-1,O704908,P10267,1,25.06,0.0,25.13
O704909-1,O704909,P10079,2,22.95,0.0,23.16
O704909-2,O704909,P10404,2,16.84,0.05,15.73
O704910-1,O704910,P10006,2,48.82,0.0,48.19
O704910-2,O704910,P10071,3,16.49,0.0,16.31
O704910-3,O704910,P10341,1,5.78,0.0,5.69
O704911-1,O704911,P10154,3,8.26,0.0,8.25
O704912-1,O704912,P10421,2,25.02,0.0,25.32
O704913-1,O704913,P10129,1,38.03,0.0,37.81
O704913-2,O704913,P10245,1,44.07,0.0,43.91
O704914-1,O704914,P10403,1,38.61,0.1,34.07
O704914-2,O704914,P10229,1,24.01,0.1,21.72
O704915-1,O704915,P10007,1,27.64,0.15,23.38
O704916-1,O704916,P10295,2,8.09,0.0,8.16
O704916-2,O704916,P10267,2,25.06,0.0,25.45
O704917-1,O704917,P10396,2,15.85,0.0,16.15
O704917-2,O704917,P10036,1,11.09,0.0,11.07
O704918-1,O704918,P10320,1,62.18,0.1,55.96
O704919-1,O704919,P10036,1,11.09,0.0,11.09
O704919-2,O704919,P10334,3,27.62,0.0,27.27
O704920-1,O704920,P10349,1,7.1,0.1,6.5
O704920-2,O704920,P10354,1,15.68,0.05,15.09
O704920-3,O704920,P10011,1,19.23,0.15,16.52
O704921-1,O704921,P10406,2,27.63,0.0,27.5
O704921-2,O704921,P10140,1,21.97,0.0,22.17
O704922-1,O704922,P10370,1,38.12,0.0,37.39
O704923-1,O704923,P10422,3,7.92,0.1,7.18
O704923-2,O704923,P10273,1,26.52,0.0,26.47
O704923-3,O704923,P10107,1,13.62,0.1,12.18
O704923-4,O704923,P10111,1,33.71,0.2,26.82
O704924-1,O704924,P10384,1,6.79,0.05,6.45
O704924-2,O704924,P10283,1,11.6,0.1,10.5
O704925-1,O704925,P10138,1,21.2,0.2,17.18
O704925-2,O704925,P10063,1,16.11,0.0,16.29
O704925-3,O704925,P10036,3,11.09,0.0,10.89
O704925-4,O704925,P10357,1,20.3,0.0,20.16
O704925-5,O704925,P10319,1,41.02,0.05,39.27
O704926-1,O704926,P10400,1,20.64,0.0,20.67
O704927-1,O704927,P10237,2,18.24,0.15,15.76
O704928-1,O704928,P10123,1,49.83,0.15,42.44
O704928-2,O704928,P10329,3,9.49,0.2,7.51
O704929-1,O704929,P10299,2,15.99,0.0,15.83
O704929-2,O704929,P10146,3,24.08,0.0,24.2
O704930-1,O704930,P10411,1,19.63,0.0,19.64
O704930-2,O704930,P10415,1,20.68,0.0,20.66
O704931-1,O704931,P10430,1,22.0,0.0,22.19
O704931-2,O704931,P10337,1,31.67,0.0,31.81
O704931-3,O704931,P10009,2,18.93,0.0,19.07
O704931-4,O704931,P10309,1,13.63,0.0,13.74
