refund_id,order_id,order_item_id,refund_ts,refund_amount,refund_reason
RXOYEEVOUCV,O702693,O702693-2,2025-09-27 14:37:33,25.26,return
RYXNNOTSNFI,O702693,O702693-3,2025-09-14 14:37:33,48.21,return
R17F0SGQXX7,O702710,O702710-1,2025-04-26 23:11:20,19.49,return
RAKFSUE55OX,O702768,O702768-1,2025-09-02 13:10:26,11.22,return
RGDPXTPJB4I,O702768,O702768-2,2025-09-14 13:10:26,12.92,return
R0JOZO6Z9BT,O702778,O702778-1,2025-05-14 07:13:05,17.04,return
RDNGDKI52UW,O702798,O702798-1,2025-09-16 14:22:51,11.53,return
RV32M5X8NQO,O702825,O702825-1,2025-09-28 07:16:33,7.5,return
RI8KY3QUZNU,O702827,O702827-2,2025-07-07 12:14:22,16.28,cancel
RMHIPIQEAG3,O702836,O702836-1,2025-10-09 11:03:31,25.0,return
RONRUY36GPS,O702854,O702854-2,2025-11-27 03:46:35,18.49,return
R57ZPDRD8AV,O702879,O702879-1,2025-06-13 08:46:24,29.37,cancel
RQML2L82189,O702879,O702879-2,2025-06-12 06:46:24,4.53,cancel
RIYO6EF5B0O,O702890,O702890-1,2025-12-17 19:34:17,14.49,return
RGDR95KQQ02,O702910,O702910-1,2025-01-14 14:07:26,47.93,cancel
R0CYWDHKBG8,O702910,O702910-2,2025-01-15 06:07:26,10.5,cancel
R75PWAH4O0J,O702913,O702913-1,2025-04-06 15:52:43,31.35,return
R9H5JI5GFJ1,O702921,O702921-3,2025-08-02 15:21:05,8.21,return
R3QC7PW3R3A,O702937,O702937-1,2025-12-27 21:42:08,21.22,return
RMZD8YO0W1N,O702944,O702944-2,2025-09-25 07:51:18,26.45,return
RBJ6G10AY8D,O703010,O703010-1,2025-04-27 23:03:11,79.95,return
RB1NUKF34Y3,O703013,O703013-1,2025-06-06 23:08:58,10.64,return
R28N0D5VGUR,O703013,O703013-2,2025-06-12 23:08:58,11.16,return
R6X6HL0FG8Y,O703015,O703015-1,2025-03-17 16:14:00,15.3,return
RPI5U38B880,O703015,O703015-2,2025-03-22 16:14:00,36.9,return
RJ7LM6PN4IA,O703072,O703072-1,2025-03-17 06:11:30,6.79,cancel
RVI1XU1MVJ3,O703086,O703086-1,2025-12-04 02:34:04,13.87,return
RTIEUVC4SPH,O703086,O703086-2,2025-12-05 02:34:04,3.98,return
R19YSD7MZ3H,O703087,O703087-1,2025-06-25 21:49:14,31.15,return
RSL32QQZPDG,O703098,O703098-1,2025-11-13 04:15:51,28.63,return
R9NCSCYYHFT,O703115,O703115-2,2025-03-11 13:49:26,12.5,cancel
RQCLMN5785I,O703115,O703115-3,2025-03-10 23:49:26,13.31,cancel
R2QXQ9KYLDP,O703117,O703117-1,2025-08-15 12:01:59,5.19,cancel
RMTEQLQA32P,O703117,O703117-2,2025-08-14 20:01:59,5.5,cancel
RESB06XLP2Z,O703120,O703120-1,2025-06-05 13:14:35,15.87,return
R3X2EKROMX3,O703120,O703120-2,2025-06-13 13:14:35,12.16,return
RFP7M2UH1E7,O703146,O703146-2,2025-06-02 05:44:22,33.12,cancel
RHTH7YKOCU2,O703185,O703185-1,2025-04-12 07:13:17,39.82,return
R51LL3MLNPS,O703185,O703185-2,2025-04-10 07:13:17,20.99,return
RFHJ5NFOG6Y,O703190,O703190-2,2025-09-01 04:39:02,8.36,cancel
RP8WR9I5M6O,O703191,O703191-2,2025-01-30 14:21:17,16.22,return
RPQGDH4OCIG,O703235,O703235-1,2025-02-21 19:31:20,9.87,cancel
R86UTIHCCBV,O703235,O703235-3,2025-02-21 19:31:20,14.71,cancel
RMVX1XHNFH4,O703241,O703241-1,2025-12-27 02:59:59,31.38,return
R3PFJOUYVLZ,O703259,O703259-1,2025-07-13 22:26:52,12.29,return
R0V303E3WJ1,O703270,O703270-1,2025-04-09 15:00:48,6.39,cancel
RW4TSSIZJ0U,O703270,O703270-2,2025-04-09 19:00:48,9.67,cancel
R6MUOPXSDD8,O703270,O703270-3,2025-04-09 14:00:48,7.36,cancel
RGZHVFDDNL9,O703278,O703278-1,2025-03-28 15:59:46,46.61,return
RRXA9NBKBDK,O703278,O703278-2,2025-03-12 15:59:46,18.84,return
R5EJEADFYWJ,O703278,O703278-3,2025-03-23 15:59:46,25.85,return
RZD2LW8D6QO,O703279,O703279-1,2025-05-28 03:14:51,6.19,return
RNZ2R63K7IJ,O703281,O703281-1,2025-10-24 14:30:38,11.05,return
R4XLR3AYTQZ,O703282,O703282-1,2025-05-12 07:03:35,9.14,return
R82VNEG45RM,O703337,O703337-1,2025-06-29 08:48:16,8.17,cancel
R5YI0WBMM8G,O703359,O703359-1,2025-11-28 21:38:13,24.9,return
R2YZ85ALGX7,O703359,O703359-2,2025-11-19 21:38:13,6.52,return
R8COSNH57RE,O703399,O703399-1,2025-02-25 00:57:20,24.48,return
R4FVF2XICRW,O703399,O703399-2,2025-02-26 00:57:20,10.65,return
RWDM2H3TX4I,O703404,O703404-1,2025-10-21 03:14:11,10.15,return
RY72J69VH7U,O703404,O703404-2,2025-10-11 03:14:11,15.67,return
RVB6847ZASU,O703419,O703419-1,2025-03-11 18:53:01,3.99,return
RJQR5DT2V6K,O703420,O703420-1,2025-09-10 02:09:41,8.32,return
R1REW1VDBV2,O703420,O703420-2,2025-09-19 02:09:41,38.18,return
RRVEGAO65SH,O703423,O703423-1,2025-10-16 02:57:00,19.14,return
RBTRUSGBETD,O703433,O703433-1,2025-02-02 09:33:42,14.65,return
RRMSDVK1LPI,O703444,O703444-1,2025-07-24 05:54:34,9.75,return
RNPSESV0JDQ,O703477,O703477-1,2025-03-24 02:04:05,6.04,return
RHVBOOV8MI1,O703477,O703477-2,2025-03-25 02:04:05,17.0,return
RF9UNZVYKVH,O703516,O703516-1,2025-05-14 07:24:39,13.21,return
RUEJ2QW7M4V,O703517,O703517-1,2025-03-22 04:41:59,13.13,return
R40DHNGBTO7,O703517,O703517-2,2025-04-02 04:41:59,10.38,return
RM7I0Q7QGTO,O703520,O703520-1,2025-12-09 00:28:20,99.0,return
ROJRGBLGB2Z,O703533,O703533-1,2025-01-30 00:36:02,12.87,return
RQVZ9T2JIE7,O703533,O703533-2,2025-01-17 00:36:02,33.56,return
RZTCJCGX31H,O703549,O703549-1,2025-03-06 10:31:00,19.74,return
RI89T3FJLNT,O703549,O703549-2,2025-03-03 10:31:00,14.28,return
RYN7JS7B2AX,O703580,O703580-1,2025-12-06 16:32:22,2.94,cancel
R12XQO88VC6,O703592,O703592-1,2025-05-21 22:28:32,4.12,return
RQHWOK9E5S2,O703592,O703592-2,2025-05-14 22:28:32,23.54,return
R2RIDA8HH0T,O703592,O703592-3,2025-05-17 22:28:32,12.24,return
RU6PFXDW9A5,O703592,O703592-4,2025-05-17 22:28:32,8.39,return
RSMOLP7KP5J,O703607,O703607-1,2025-03-11 02:50:45,22.15,return
RZRF4VB7QXC,O703608,O703608-1,2025-03-01 11:07:14,29.78,return
R49MTBW8LS3,O703624,O703624-1,2026-01-08 03:37:12,9.06,return
RFD48VM1TE3,O703670,O703670-1,2025-05-19 16:45:32,19.01,cancel
R57NPNJ21ID,O703670,O703670-2,2025-05-18 16:45:32,4.29,cancel
RAYOKVNCA1P,O703675,O703675-1,2025-03-14 11:39:44,12.87,return
RCDEDE6JL5E,O703683,O703683-1,2025-03-05 00:03:01,24.27,return
RG41X6U9YZ3,O703701,O703701-2,2025-07-21 02:24:14,26.86,return
RPMB3TJVRQ2,O703708,O703708-2,2025-12-24 08:06:01,23.31,cancel
RP0015EL5CV,O703710,O703710-2,2025-06-26 17:33:44,24.12,return
RJV9UPTLZ1D,O703710,O703710-3,2025-07-15 17:33:44,39.59,return
RZH7DUCK8JR,O703710,O703710-4,2025-06-29 17:33:44,84.77,return
RBL3XG6FBSI,O703710,O703710-5,2025-07-02 17:33:44,29.26,return
RZ3P3LZGATD,O703718,O703718-1,2025-06-26 04:53:23,11.74,return
RX1JOVDKQMS,O703719,O703719-1,2025-09-02 04:41:45,13.76,return
RI7HTDU651T,O703719,O703719-2,2025-09-08 04:41:45,4.68,return
R5NM3M6FFN6,O703719,O703719-3,2025-09-18 04:41:45,16.3,return
RFXZ6KN9C04,O703719,O703719-4,2025-09-13 04:41:45,28.2,return
RIYVAM0ECIG,O703721,O703721-2,2025-04-07 14:19:03,11.71,cancel
RDMIGI191DY,O703728,O703728-1,2025-10-07 01:05:32,12.78,return
RCZF28XEHZ4,O703742,O703742-1,2025-12-07 06:27:14,22.3,return
RA95W0WFUHW,O703742,O703742-2,2025-11-30 06:27:14,34.78,return
R9RLUC01G40,O703800,O703800-1,2025-11-28 12:51:19,26.83,return
RFZK27KHRZ1,O703810,O703810-1,2025-08-27 11:03:09,9.13,return
RHFNJN01HIE,O703810,O703810-2,2025-08-26 11:03:09,24.52,return
RX0LPCJ0HQ9,O703810,O703810-3,2025-08-21 11:03:09,11.79,return
R6WRXYL84Q3,O703810,O703810-4,2025-08-05 11:03:09,23.98,return
R7IC1377L6F,O703859,O703859-1,2025-03-31 11:53:11,11.85,return
RPC7DMIHWRL,O703860,O703860-1,2025-09-20 12:37:03,15.94,return
RY999U8ZEE8,O703860,O703860-2,2025-09-09 12:37:03,9.79,return
RRKMC4IX6AP,O703866,O703866-1,2025-12-17 20:55:47,22.71,return
RKW9U47XG19,O703872,O703872-2,2025-12-12 03:22:15,4.45,return
REFK7WPIRZX,O703891,O703891-1,2025-04-13 07:49:52,10.37,cancel
R5HA7VTD7N1,O703898,O703898-1,2025-06-19 04:59:21,15.38,return
RCM85SPHUQY,O703898,O703898-2,2025-06-30 04:59:21,21.2,return
RJ5L3Q4TF6P,O703904,O703904-1,2025-05-11 01:17:37,11.75,cancel
RZ18M7MDW82,O703906,O703906-1,2025-08-07 15:00:37,9.71,return
RRL4YZ1IV9H,O703906,O703906-2,2025-08-20 15:00:37,68.96,return
RVMWVE9U35Q,O703920,O703920-1,2025-12-09 17:27:58,9.34,return
RSL20M0YN0C,O703920,O703920-2,2025-12-18 17:27:58,7.2,return
RNCKNVVCMW0,O703920,O703920-3,2025-12-17 17:27:58,28.98,return
RU7OHQT03DS,O703921,O703921-2,2025-12-10 05:05:05,20.6,cancel
RDBVKFZYRJ3,O703927,O703927-1,2025-10-16 08:02:56,27.51,return
RCIZZBV6XA6,O703927,O703927-2,2025-11-01 08:02:56,18.69,return
R1X7U0PCZ8Q,O703932,O703932-2,2025-06-19 20:47:36,15.28,return
RX8FGTUQNAS,O703935,O703935-1,2025-12-21 12:31:26,11.79,return
R1K79VIMOFM,O703935,O703935-2,2025-12-16 12:31:26,8.6,return
R868X49GIKH,O703935,O703935-3,2025-12-05 12:31:26,31.97,return
RL1XTRBLWU7,O703943,O703943-1,2025-10-28 06:43:35,15.26,return
RY3WNUP19W5,O703949,O703949-1,2025-03-02 19:33:18,38.72,return
RKR58EJ9XD1,O703949,O703949-3,2025-03-07 19:33:18,30.01,return
ROGWQI0OF4H,O703952,O703952-1,2025-01-27 05:07:03,31.64,cancel
RWSUAAEX3KT,O703952,O703952-3,2025-01-26 13:07:03,7.22,cancel
RGQZVZ10ZK2,O703968,O703968-1,2025-05-09 17:11:02,27.21,return
REWDHHL7CHV,O703968,O703968-2,2025-05-01 17:11:02,10.91,return
RYMM7SEL248,O703968,O703968-3,2025-05-04 17:11:02,16.2,return
RDLSNPP2480,O703977,O703977-2,2025-02-17 10:32:35,17.71,return
R8SYVD0CUVS,O703986,O703986-2,2025-04-18 16:45:58,16.51,return
RGVGTHZBAKF,O704011,O704011-1,2026-01-14 05:03:59,16.75,return
RVOW0B8USIE,O704011,O704011-2,2025-12-25 05:03:59,14.01,return
R1PSHJJW1MT,O704016,O704016-3,2025-12-24 19:38:10,16.98,cancel
R0MHNWIVB4Y,O704017,O704017-1,2025-03-06 20:33:27,8.61,return
RMPZZJPX63J,O704017,O704017-2,2025-03-16 20:33:27,59.83,return
R7RLOHWCRE4,O704026,O704026-1,2026-01-06 10:37:56,18.34,return
RXSU6LLU7EI,O704031,O704031-1,2025-10-07 03:46:16,20.7,cancel
R7YBX9824RI,O704034,O704034-1,2025-03-30 03:10:34,3.49,cancel
RAJ1KDIU43Z,O704041,O704041-2,2025-09-26 23:47:19,16.19,return
R267OMVBQKO,O704077,O704077-1,2025-10-18 03:16:32,28.87,return
RI997MK5HW1,O704077,O704077-2,2025-10-19 03:16:32,28.84,return
R4PM3H1BAS2,O704077,O704077-3,2025-10-10 03:16:32,19.26,return
RTCHUHX53AP,O704081,O704081-1,2025-01-08 21:59:04,95.6,return
RYOEBSF434U,O704081,O704081-2,2025-01-14 21:59:04,7.16,return
RJBO7B2YFR5,O704083,O704083-2,2025-06-16 22:04:40,18.57,return
R7MCI5N4HM2,O704089,O704089-1,2026-01-15 07:21:44,41.49,return
RGOSTVH2H63,O704102,O704102-1,2025-02-17 08:55:11,17.89,return
RK6T8N1P01L,O704118,O704118-1,2025-03-08 19:57:54,37.2,return
R03M4VRPR1K,O704118,O704118-2,2025-03-09 19:57:54,29.82,return
RSQBV2W0SAH,O704118,O704118-3,2025-03-24 19:57:54,13.5,return
RBZ35LIYUM4,O704118,O704118-4,2025-03-14 19:57:54,50.19,return
RN62ZIAH5FM,O704126,O704126-1,2025-08-29 10:02:15,32.51,return
R4SLPRS0HI7,O704126,O704126-2,2025-08-28 10:02:15,9.01,return
RN7Y53E9AAS,O704128,O704128-1,2025-06-15 08:30:09,24.31,return
R5CNGF2ZOE8,O704132,O704132-1,2025-09-11 07:26:31,16.56,cancel
R0WM0NO6WHN,O704139,O704139-1,2025-06-25 07:19:45,12.09,return
RH8EC5FBXU2,O704150,O704150-1,2025-05-20 15:06:42,39.16,return
RBQUGZ079PZ,O704151,O704151-2,2025-12-24 23:15:08,19.8,return
RS6G9JI8Z90,O704151,O704151-3,2025-12-23 23:15:08,8.31,return
RXCUBYP18MA,O704151,O704151-4,2025-12-15 23:15:08,20.2,return
RV9PWU1ZX20,O704152,O704152-1,2025-08-13 17:03:20,39.22,return
R45I1RFPCVN,O704152,O704152-2,2025-08-11 17:03:20,13.89,return
R7H8FKT9T5A,O704166,O704166-1,2025-08-26 09:57:23,53.08,return
R7DLGB1UHWD,O704197,O704197-2,2025-10-16 12:35:10,17.14,return
RAGT6X3PKI6,O704197,O704197-3,2025-10-09 12:35:10,7.28,return
RYBRQ2EY3J4,O704214,O704214-1,2025-07-21 02:59:29,10.92,return
RXACBTFQ8SK,O704214,O704214-2,2025-07-15 02:59:29,17.52,return
RB61KPFIIA9,O704216,O704216-1,2025-05-05 00:31:28,15.7,return
R09C11KX29A,O704232,O704232-3,2025-03-02 21:51:25,13.93,cancel
RMNGRMMYB3W,O704242,O704242-1,2025-07-05 09:47:08,7.22,return
R713KLN12PO,O704248,O704248-1,2025-09-08 15:03:47,16.17,return
R03RKTUBGTA,O704255,O704255-1,2025-07-15 03:08:14,28.39,return
RC3V0PZZUWD,O704281,O704281-1,2025-07-30 17:46:59,6.94,return
ROL4IMHJ0QZ,O704281,O704281-2,2025-08-01 17:46:59,28.08,return
RC6VL4BJ18Q,O704286,O704286-1,2025-02-13 19:21:01,11.32,cancel
RPT1TM902AP,O704286,O704286-2,2025-02-13 21:21:01,39.42,cancel
RS53V4IW2KH,O704289,O704289-2,2025-05-29 10:06:16,22.16,return
R6YHF605XVK,O704292,O704292-1,2025-11-05 11:49:34,20.52,return
RHXY10T0CAD,O704297,O704297-1,2025-04-29 05:47:58,30.18,cancel
RSCUJ2OEKEG,O704297,O704297-2,2025-04-28 20:47:58,18.02,cancel
RAPCLVH4GGE,O704298,O704298-1,2026-01-04 01:49:56,19.58,return
RV45BOLFYH0,O704314,O704314-1,2025-05-20 18:44:10,15.54,return
RNFX99SEYQF,O704317,O704317-1,2025-10-14 22:33:05,11.11,cancel
R54DZM8D35R,O704326,O704326-2,2025-07-29 03:27:55,13.32,return
RYOLRD3XV1O,O704326,O704326-3,2025-07-23 03:27:55,26.68,return
RSN6MHLAJGG,O704356,O704356-1,2025-12-12 08:49:48,55.8,return
RVW48HLX986,O704358,O704358-1,2025-06-04 21:40:42,13.3,return
RBHYIM0T0UA,O704362,O704362-2,2025-09-13 10:00:45,35.23,cancel
R15LP0G8GC2,O704363,O704363-2,2025-09-20 08:11:49,39.73,return
RFRP0YNGNL0,O704363,O704363-3,2025-09-21 08:11:49,35.08,return
R9J6HDBKTVP,O704367,O704367-1,2025-06-22 01:16:16,24.1,return
REOAAK3T906,O704367,O704367-3,2025-06-27 01:16:16,48.51,return
R2OUTM79GWP,O704367,O704367-4,2025-06-17 01:16:16,5.47,return
RR5N8RBE8QG,O704374,O704374-1,2025-02-21 19:26:50,52.19,return
RPAPL3TODXR,O704385,O704385-1,2025-11-12 00:45:17,7.25,return
R9I9K4CD0TX,O704385,O704385-2,2025-11-21 00:45:17,31.85,return
RH1TO6VP2WM,O704416,O704416-1,2025-03-04 07:18:47,3.65,cancel
RP7WJXFB15Z,O704416,O704416-2,2025-03-03 11:18:47,15.68,cancel
R1M0BPDOOVW,O704423,O704423-1,2025-11-20 00:29:25,41.94,return
RPZT7Z4RPKJ,O704423,O704423-2,2025-11-03 00:29:25,8.43,return
RBUB2IYXIWW,O704423,O704423-3,2025-11-26 00:29:25,19.92,return
R5NLA1F9ZKE,O704423,O704423-4,2025-11-26 00:29:25,14.04,return
RVWYEP61H0A,O704425,O704425-1,2025-12-15 16:59:19,40.54,return
R1EH237M3MB,O704434,O704434-1,2025-03-16 14:32:12,27.66,return
RDZNGZMM1Z5,O704435,O704435-1,2025-04-14 17:06:12,10.1,return
R1W97D1G2VB,O704436,O704436-1,2025-03-15 19:23:32,20.06,return
RWPI258QGB8,O704455,O704455-1,2025-10-12 08:22:14,66.59,return
RJR76M37Y08,O704480,O704480-1,2025-07-20 06:06:18,21.84,return
RWFANNCFTZ8,O704480,O704480-2,2025-07-09 06:06:18,14.08,return
RRIE19494DW,O704488,O704488-1,2025-07-24 08:48:39,14.64,return
RZPWF1WNMQ0,O704495,O704495-1,2025-12-04 03:44:10,1.87,cancel
RY47QKJGUFP,O704504,O704504-1,2025-11-25 07:52:51,18.55,return
R6GFA8834NB,O704504,O704504-2,2025-11-26 07:52:51,23.53,return
RYPNL292YND,O704545,O704545-3,2025-02-14 18:30:17,21.25,return
R46ZQZH53A8,O704545,O704545-4,2025-02-21 18:30:17,30.62,return
R5EZ62500YY,O704552,O704552-2,2025-05-29 04:36:43,18.14,return
RKZQXKER4YF,O704552,O704552-3,2025-06-01 04:36:43,26.06,return
R2ZA9M84YO0,O704556,O704556-1,2025-05-18 22:53:06,16.95,return
R1UE3GBX714,O704562,O704562-1,2025-06-25 22:14:15,38.46,cancel
RBQ12DCU184,O704567,O704567-2,2025-07-03 01:40:42,11.95,cancel
RE20BR3M135,O704614,O704614-1,2025-09-30 12:35:35,9.78,return
RE92O3LXFLF,O704625,O704625-1,2025-03-18 16:45:04,8.6,return
R32F6QQERZ0,O704625,O704625-2,2025-03-20 16:45:04,29.82,return
RZTK9MULGGD,O704633,O704633-1,2025-12-22 02:11:43,14.25,return
R1LMEGTPCBF,O704633,O704633-2,2025-12-25 02:11:43,58.96,return
RNE3XE76CTN,O704633,O704633-3,2026-01-07 02:11:43,53.18,return
R9PG8BHTQ00,O704633,O704633-4,2025-12-19 02:11:43,8.68,return
RKRVGZDPCXP,O704633,O704633-5,2026-01-08 02:11:43,27.48,return
RPHW25J8Q0Q,O704637,O704637-2,2025-03-18 10:21:29,20.29,cancel
RWQ69W8CLYY,O704642,O704642-2,2025-06-14 16:49:36,21.35,return
R0SI3FIQJKK,O704642,O704642-3,2025-06-08 16:49:36,11.8,return
R8LRURWFJF2,O704642,O704642-5,2025-06-21 16:49:36,28.53,return
RSL2G34DNRI,O704646,O704646-1,2025-07-18 23:56:30,26.53,return
R2PCDQ7B8QA,O704661,O704661-3,2025-10-22 12:09:35,8.93,cancel
RLHYZALO45E,O704676,O704676-1,2025-08-02 13:14:07,10.42,return
R1NWN4NHL8L,O704683,O704683-1,2025-05-22 03:06:46,13.34,return
RZI67IVDQ2F,O704683,O704683-2,2025-05-29 03:06:46,16.03,return
RLSXU1GLZ7A,O704690,O704690-1,2025-12-07 08:07:17,33.27,return
RGJRK0CEBUQ,O704690,O704690-2,2025-12-14 08:07:17,13.37,return
RGTFCWBDGQK,O704690,O704690-3,2025-12-06 08:07:17,31.54,return
RUHQ5NP4TFZ,O704700,O704700-1,2025-02-09 09:52:00,47.13,return
RDO2JIC5LAX,O704700,O704700-2,2025-01-28 09:52:00,15.95,return
RDCVNYPHBSQ,O704709,O704709-1,2025-08-06 04:11:25,49.88,return
R371Z5QSETI,O704709,O704709-2,2025-08-24 04:11:25,13.75,return
RVD4JETGF7P,O704709,O704709-3,2025-08-10 04:11:25,30.05,return
RWD1C9YBX6G,O704710,O704710-1,2025-09-02 06:54:40,27.47,return
RL894FJ2VNL,O704710,O704710-2,2025-08-30 06:54:40,9.75,return
R9GRJD97II8,O704711,O704711-1,2025-01-27 13:04:13,22.05,cancel
RKYV71ADSLA,O704743,O704743-1,2025-02-15 12:32:52,44.3,return
RYGY2WNIQHY,O704743,O704743-2,2025-03-05 12:32:52,59.92,return
RWD603YXTIA,O704748,O704748-1,2025-10-11 16:13:47,5.44,cancel
RDJIA5AVQ42,O704783,O704783-1,2025-04-29 16:12:11,34.12,return
R4S1YTNYRHS,O704791,O704791-1,2025-12-13 03:55:18,8.62,return
RM4R8MYYAJ8,O704811,O704811-1,2025-10-25 20:48:42,23.48,cancel
R861MMCR2VV,O704812,O704812-1,2025-04-02 12:41:57,10.84,return
RDLX6PC67VM,O704812,O704812-2,2025-04-01 12:41:57,59.58,return
RNUTCWO4WY7,O704865,O704865-1,2025-10-30 22:53:07,77.38,return
RM69NXPEHNU,O704877,O704877-1,2025-02-06 17:29:51,13.11,cancel
R7ZXZ6TC5RQ,O704889,O704889-1,2025-11-27 02:57:33,18.73,return
RHMPYU0IP12,O704889,O704889-2,2025-11-26 02:57:33,14.11,return
RTR8BZHQ0TL,O704896,O704896-3,2025-09-10 06:03:16,51.94,cancel
RTZMNTA9GCF,O704918,O704918-1,2025-04-27 01:24:24,48.97,return
RAQM0IMQ8XU,O704925,O704925-2,2025-07-11 19:04:57,5.11,cancel
RQ9G2ON3OT2,O704980,O704980-1,2025-10-04 15:35:51,21.93,return
RTXPJU3NBLE,O704987,O704987-1,2025-12-07 09:43:08,13.11,return
RURUYFASHRN,O704990,O704990-1,2025-09-22 08:42:55,12.71,return
REDTRFS21OV,O704990,O704990-2,2025-09-17 08:42:55,17.28,return
RO2T1KFWQ27,O704999,O704999-1,2025-09-28 11:05:30,6.44,return
RKDA9MNX08C,O704999,O704999-2,2025-09-30 11:05:30,48.09,return
RRK8BQEUZM5,O704999,O704999-3,2025-09-29 11:05:30,17.69,return
RE1R440RPDL,O705010,O705010-2,2025-09-02 21:06:54,4.43,cancel
RNHFDGR7VIV,O705029,O705029-1,2025-09-13 15:11:22,18.29,return
RX2LG5C2Y7Q,O705036,O705036-1,2025-11-12 04:08:21,10.67,return
RCO1SCJ6HNN,O705036,O705036-2,2025-11-14 04:08:21,56.75,return
RA36NH6EHX1,O705036,O705036-4,2025-11-20 04:08:21,7.48,return
RCHTB3LULVF,O705036,O705036-5,2025-11-20 04:08:21,12.55,return
R29OWS6Y580,O705038,O705038-1,2025-02-27 17:03:34,26.26,return
RZPNIM8DGX9,O705039,O705039-1,2025-04-15 19:51:49,15.28,return
R336P4VYD5J,O705055,O705055-1,2025-02-02 21:59:39,27.64,return
RSO5YK0K94O,O705058,O705058-1,2025-04-04 17:39:37,16.64,cancel
R4KXJGGF7E5,O705059,O705059-1,2025-11-09 08:34:32,34.94,return
RD5YAFT50B0,O705063,O705063-2,2025-11-14 16:59:36,29.45,cancel
RBS94CKUKEM,O705088,O705088-1,2025-12-12 10:31:50,30.48,return
R83TRNV87IW,O705095,O705095-1,2025-04-28 04:00:46,28.1,return
RDBZN90QJ13,O705111,O705111-1,2025-12-10 00:02:03,3.57,return
R19IHDOFEUK,O705114,O705114-1,2025-04-16 17:16:37,77.52,return
RP3W1BXDZLP,O705116,O705116-1,2025-11-30 04:25:21,11.55,return
R37QLZWE5TB,O705116,O705116-2,2025-12-09 04:25:21,15.57,return
REDZLEKQXXO,O705116,O705116-3,2025-12-09 04:25:21,16.5,return
RVINSNVK8DQ,O705117,O705117-1,2025-01-19 00:49:31,13.58,return
RNPPK5GTN6H,O705120,O705120-1,2025-10-24 18:47:49,18.35,return
RHAJ8FONU6T,O705136,O705136-3,2025-07-16 10:33:52,8.11,return
RZZ18EE61YQ,O705138,O705138-1,2025-12-13 20:58:47,50.79,return
R2U5JCP0AG8,O705138,O705138-3,2025-12-08 20:58:47,27.32,return
RLQ6D32SD23,O705149,O705149-1,2025-03-03 09:20:25,2.55,cancel
RV5V7PN2DC4,O705174,O705174-1,2025-11-23 07:14:52,8.48,return
RTNVFT4N47Z,O705174,O705174-2,2025-11-11 07:14:52,36.34,return
R0K4DFG34OS,O705174,O705174-3,2025-11-24 07:14:52,110.94,return
REHLRXNGA4K,O705174,O705174-4,2025-11-22 07:14:52,37.34,return
RCFKK5ACKYG,O705174,O705174-5,2025-11-14 07:14:52,5.26,return
RPL5JUW9RDC,O705176,O705176-1,2025-08-29 01:24:20,32.02,cancel
R7L8ZIUXF0W,O705194,O705194-1,2025-10-07 02:18:00,2.05,cancel
RJ3803PSIXP,O705232,O705232-1,2025-10-26 12:36:50,38.78,return
RRLQYD0J5MN,O705242,O705242-1,2025-07-29 06:36:27,49.61,return
RXYCKDHG6ZY,O705242,O705242-2,2025-07-08 06:36:27,32.24,return
RHSATXW7W80,O705242,O705242-3,2025-07-27 06:36:27,32.66,return
RRT39BO8YFA,O705243,O705243-1,2025-01-28 16:59:41,19.04,return
RJZMMB9EROT,O705243,O705243-3,2025-02-13 16:59:41,20.08,return
R2ITT62RPSD,O705244,O705244-2,2025-04-24 01:51:12,6.46,return
R45XEQCY7Z3,O705244,O705244-3,2025-04-21 01:51:12,44.0,return
RQGS0MC3I0X,O705244,O705244-4,2025-04-13 01:51:12,21.39,return
RLDMKQZU634,O705247,O705247-2,2025-04-11 01:39:03,19.89,return
R4U38REEF4H,O705270,O705270-2,2025-09-01 22:07:51,10.74,return
RQM8QP06YY3,O705274,O705274-1,2025-12-04 03:00:21,6.83,cancel
RSG0450PEPU,O705317,O705317-1,2025-07-03 22:42:37,14.6,return
R4JR05JCSIR,O705327,O705327-3,2025-12-16 07:05:12,17.3,cancel
RXD62YEY4DX,O705355,O705355-1,2025-01-31 15:37:21,15.27,return
RH8HBCHPI79,O705355,O705355-2,2025-01-25 15:37:21,9.58,return
RJ4KN2LWQV1,O705355,O705355-3,2025-01-28 15:37:21,25.18,return
RDCHWXBVU93,O705357,O705357-2,2025-11-11 18:25:21,17.16,return
RDX61FHHZYG,O705357,O705357-3,2025-11-21 18:25:21,14.11,return
R3VI9KCC6KN,O705417,O705417-1,2025-09-17 20:19:27,50.74,return
RPE7EI7OWKG,O705417,O705417-2,2025-09-21 20:19:27,48.0,return
R96V6A9VV31,O705417,O705417-4,2025-09-15 20:19:27,42.48,return
RYUYB7RP9QQ,O705423,O705423-2,2025-07-31 17:46:41,48.94,cancel
RN5L44ZS6PJ,O705424,O705424-1,2025-12-03 07:19:47,95.61,cancel
RI10CJ1I4EH,O705427,O705427-1,2025-12-20 14:09:51,12.71,return
RTC2ZP8R0QQ,O705432,O705432-1,2025-12-16 09:53:17,12.9,return
RL0K0NYJE3Y,O705450,O705450-1,2025-12-30 13:28:40,32.54,return
RECRXOW6S6C,O705464,O705464-1,2025-10-06 13:32:25,2.36,cancel
RV3RUIS4DL1,O705500,O705500-1,2025-08-22 23:59:38,20.67,return
