customer_id,signup_date,country_code,region,is_b2b,plan_tier
C101762,2025-01-23,USA,South,0,Plus
C101763,2025-04-21,DEU,Berlin,0,Free
C101764,2025-11-15,USA,Midwest,0,Plus
C101765,2025-03-25,USA,Northeast,0,Plus
C101766,2025-12-22,USA,South,1,Plus
C101767,2025-11-21,GBR,Scotland,0,Free
C101768,2025-11-28,AUS,VIC,0,Free
C101769,2025-08-11,USA,South,1,Free
C101770,2025-02-26,GBR,NI,1,Plus
C101771,2025-07-05,DEU,Hesse,0,Plus
C101772,2025-05-21,USA,West,0,Free
C101773,2025-02-23,AUS,NSW,0,Plus
C101774,2025-06-06,GBR,NI,0,Free
C101775,2025-10-20,DEU,Hesse,0,Plus
C101776,2025-03-29,USA,West,0,Plus
C101777,2025-12-14,DEU,NRW,0,Free
C101778,2025-01-05,GBR,Scotland,0,Free
C101779,2025-10-18,AUS,NSW,0,Plus
C101780,2025-07-09,GBR,Scotland,0,Free
C101781,2025-08-23,USA,Midwest,0,Free
C101782,2025-05-22,DEU,Berlin,0,Plus
C101783,2025-06-06,USA,Midwest,0,Plus
C101784,2025-02-09,AUS,NSW,0,Free
C101785,2025-05-27,CAN,Alberta,0,Free
C101786,2025-08-06,GBR,Scotland,0,Free
C101787,2025-12-13,DEU,Bavaria,0,Plus
C101788,2025-01-04,GBR,Wales,0,Plus
C101789,2025-09-28,GBR,England,0,Pro
C101790,2025-12-12,DEU,Berlin,0,Free
C101791,2025-03-10,CAN,Ontario,0,Free
C101792,2025-07-11,DEU,Hesse,0,Free
C101793,2025-10-04,AUS,NSW,0,Free
C101794,2025-05-16,USA,West,0,Free
C101795,2025-11-26,CAN,Ontario,0,Plus
C101796,2025-09-07,USA,Northeast,0,Free
C101797,2025-07-01,USA,Midwest,0,Free
C101798,2025-07-01,USA,West,0,Free
C101799,2025-09-21,DEU,NRW,0,Free
C101800,2025-03-21,AUS,QLD,0,Free
C101801,2025-06-03,USA,South,0,Free
C101802,2025-08-13,GBR,NI,0,Free
C101803,2025-08-11,USA,South,0,Free
C101804,2025-03-10,USA,Midwest,0,Free
C101805,2025-04-12,DEU,Hesse,0,Free
C101806,2025-09-11,AUS,VIC,0,Plus
C101807,2025-07-24,CAN,Alberta,0,Pro
C101808,2025-01-11,USA,Midwest,0,Plus
C101809,2025-05-02,USA,Midwest,0,Free
C101810,2025-01-05,CAN,BC,0,Free
C101811,2025-08-08,USA,South,0,Free
C101812,2025-05-24,AUS,QLD,0,Free
C101813,2025-08-08,USA,Northeast,0,Free
C101814,2025-04-03,USA,South,0,Free
C101815,2025-01-20,USA,South,0,Free
C101816,2025-11-12,USA,Northeast,0,Free
C101817,2025-12-25,GBR,Scotland,0,Free
C101818,2025-02-01,CAN,Ontario,0,Free
C101819,2025-05-24,DEU,NRW,0,Plus
C101820,2025-04-04,USA,Northeast,0,Free
C101821,2025-05-27,CAN,Ontario,0,Free
C101822,2025-09-09,USA,Midwest,0,Plus
C101823,2025-12-16,CAN,Quebec,0,Plus
C101824,2025-07-05,AUS,QLD,0,Free
C101825,2025-10-27,USA,Northeast,0,Plus
C101826,2025-03-03,USA,South,0,Free
C101827,2025-02-20,USA,Midwest,0,Free
C101828,2025-04-14,CAN,Quebec,1,Free
C101829,2025-10-09,GBR,Wales,0,Free
C101830,2025-03-02,DEU,Bavaria,0,Free
C101831,2025-09-15,AUS,VIC,0,Plus
C101832,2025-03-08,USA,Northeast,0,Plus
C101833,2025-07-23,CAN,Ontario,0,Plus
C101834,2025-07-16,CAN,Alberta,0,Free
C101835,2025-04-05,USA,South,0,Free
C101836,2025-09-20,CAN,BC,0,Free
C101837,2025-12-29,USA,Northeast,0,Free
C101838,2025-05-02,USA,South,0,Free
C101839,2025-03-10,USA,Northeast,0,Free
C101840,2025-04-18,CAN,Ontario,0,Plus
C101841,2025-07-08,USA,Midwest,0,Free
C101842,2025-11-10,USA,Northeast,0,Free
C101843,2025-07-02,USA,Midwest,0,Pro
C101844,2025-10-03,GBR,England,0,Plus
C101845,2025-12-01,USA,South,0,Free
C101846,2025-05-18,USA,West,0,Free
C101847,2025-08-11,USA,West,0,Free
C101848,2025-04-05,AUS,VIC,0,Free
C101849,2025-04-03,GBR,England,0,Plus
C101850,2025-07-21,GBR,Scotland,1,Free
C101851,2025-05-06,CAN,Alberta,0,Free
C101852,2025-01-07,GBR,NI,0,Free
C101853,2025-01-07,AUS,NSW,0,Plus
C101854,2025-05-18,USA,Northeast,0,Free
C101855,2025-02-24,CAN,BC,0,Free
C101856,2025-03-13,CAN,Alberta,0,Free
C101857,2025-09-03,USA,Northeast,0,Free
C101858,2025-10-06,USA,Northeast,0,Free
C101859,2025-09-19,DEU,NRW,0,Pro
C101860,2025-01-13,USA,West,0,Plus
C101861,2025-04-26,DEU,NRW,0,Plus
C101862,2025-02-27,CAN,Ontario,0,Pro
C101863,2025-05-25,USA,Midwest,0,Pro
C101864,2025-02-13,DEU,Berlin,0,Free
C101865,2025-11-04,USA,West,0,Plus
C101866,2025-06-04,GBR,Wales,0,Free
C101867,2025-09-13,GBR,Wales,0,Plus
C101868,2025-02-09,AUS,VIC,0,Free
C101869,2025-03-17,USA,West,0,Free
C101870,2025-08-07,DEU,Hesse,0,Free
C101871,2025-03-07,USA,West,0,Free
C101872,2025-09-04,GBR,NI,0,Plus
C101873,2025-03-12,AUS,VIC,0,Free
C101874,2025-10-03,CAN,Quebec,0,Free
C101875,2025-08-04,CAN,Quebec,0,Free
C101876,2025-01-02,USA,Northeast,0,Free
C101877,2025-03-10,DEU,Bavaria,0,Free
C101878,2025-03-13,USA,South,0,Free
C101879,2025-08-04,USA,South,1,Free
C101880,2025-12-23,GBR,NI,0,Plus
C101881,2025-08-06,USA,Northeast,0,Free
C101882,2025-11-01,DEU,Bavaria,0,Free
C101883,2025-05-06,USA,West,0,Free
C101884,2025-03-13,AUS,QLD,0,Plus
C101885,2025-08-16,AUS,NSW,0,Free
C101886,2025-11-25,USA,South,0,Free
C101887,2025-08-05,GBR,NI,0,Plus
C101888,2025-10-20,CAN,Quebec,0,Free
C101889,2025-02-17,CAN,Quebec,0,Free
C101890,2025-01-29,USA,South,0,Pro
C101891,2025-11-06,AUS,WA,0,Plus
C101892,2025-07-27,AUS,VIC,1,Free
C101893,2025-08-06,USA,Northeast,0,Free
C101894,2025-06-21,USA,Midwest,0,Free
C101895,2025-04-19,GBR,Wales,0,Free
C101896,2025-01-17,USA,Northeast,0,Free
C101897,2025-10-16,DEU,NRW,1,Free
C101898,2025-06-08,USA,Midwest,0,Pro
C101899,2025-09-14,USA,West,0,Pro
C101900,2025-12-26,GBR,Wales,0,Plus
C101901,2025-02-21,CAN,Quebec,1,Plus
C101902,2025-09-02,GBR,England,0,Free
C101903,2025-08-26,USA,Northeast,0,Free
C101904,2025-04-21,AUS,VIC,0,Free
C101905,2025-09-14,CAN,BC,0,Free
C101906,2025-05-29,USA,West,1,Plus
C101907,2025-12-16,USA,South,0,Plus
C101908,2025-03-20,CAN,Alberta,0,Free
C101909,2025-06-08,CAN,Ontario,0,Free
C101910,2025-03-28,DEU,Berlin,1,Free
C101911,2025-06-30,USA,South,0,Free
C101912,2025-08-31,DEU,NRW,0,Free
C101913,2025-03-05,DEU,NRW,1,Plus
C101914,2025-07-25,USA,South,0,Free
C101915,2025-11-16,DEU,Hesse,0,Free
C101916,2025-08-19,USA,Northeast,0,Plus
C101917,2025-05-06,GBR,England,0,Free
C101918,2025-07-12,USA,West,0,Free
C101919,2025-08-25,GBR,Wales,0,Plus
C101920,2025-08-27,USA,South,0,Pro
C101921,2025-07-23,AUS,VIC,0,Free
C101922,2025-06-25,DEU,NRW,0,Plus
C101923,2025-02-28,USA,Northeast,0,Pro
C101924,2025-03-16,GBR,Wales,0,Pro
C101925,2025-07-14,USA,Midwest,0,Pro
C101926,2025-04-20,USA,Northeast,0,Plus
C101927,2025-05-19,USA,South,0,Free
C101928,2025-07-27,USA,West,0,Free
C101929,2025-12-09,DEU,Berlin,0,Free
C101930,2025-08-08,USA,Midwest,0,Free
C101931,2025-08-03,CAN,Quebec,0,Free
C101932,2025-12-21,CAN,Ontario,0,Plus
C101933,2025-04-12,USA,South,0,Pro
C101934,2025-06-12,USA,West,0,Free
C101935,2025-06-12,USA,West,0,Plus
C101936,2025-08-19,DEU,Berlin,0,Plus
C101937,2025-10-24,USA,South,0,Free
C101938,2025-12-23,CAN,Quebec,0,Free
C101939,2025-04-18,DEU,Bavaria,0,Free
C101940,2025-06-04,DEU,Bavaria,0,Plus
C101941,2025-08-22,USA,Midwest,0,Free
C101942,2025-09-25,DEU,Hesse,0,Free
C101943,2025-08-08,USA,South,0,Free
C101944,2025-12-04,GBR,NI,0,Plus
C101945,2025-02-20,DEU,Bavaria,0,Free
C101946,2025-07-30,USA,Northeast,0,Free
C101947,2025-01-17,GBR,NI,0,Plus
C101948,2025-10-10,USA,South,0,Pro
C101949,2025-06-29,DEU,NRW,0,Plus
C101950,2025-12-27,AUS,WA,1,Free
C101951,2025-04-25,CAN,BC,0,Free
C101952,2025-08-01,GBR,England,0,Free
C101953,2025-01-08,USA,Midwest,0,Free
C101954,2025-11-04,USA,South,0,Pro
C101955,2025-05-04,CAN,Alberta,0,Plus
C101956,2025-01-27,AUS,WA,0,Plus
C101957,2025-03-30,USA,Midwest,0,Free
C101958,2025-02-20,GBR,Scotland,0,Plus
C101959,2025-07-20,AUS,QLD,0,Free
C101960,2025-06-15,USA,Northeast,1,Free
C101961,2025-10-31,USA,Northeast,0,Free
C101962,2025-03-08,DEU,Hesse,0,Plus
C101963,2025-04-24,USA,South,0,Plus
C101964,2025-07-13,AUS,NSW,0,Pro
C101965,2025-11-18,USA,Northeast,0,Pro
C101966,2025-03-04,USA,Midwest,0,Free
C101967,2025-02-09,CAN,BC,0,Free
C101968,2025-02-21,CAN,Ontario,0,Free
C101969,2025-11-17,USA,West,0,Free
C101970,2025-08-19,AUS,VIC,0,Pro
C101971,2025-12-04,CAN,Ontario,0,Free
C101972,2025-06-27,CAN,Ontario,0,Plus
C101973,2025-03-04,USA,Northeast,0,Free
C101974,2025-03-20,USA,Midwest,0,Free
C101975,2025-06-17,USA,Northeast,0,Pro
C101976,2025-05-18,USA,South,0,Free
C101977,2025-10-10,GBR,NI,0,Free
C101978,2025-09-20,DEU,Berlin,0,Free
C101979,2025-05-24,DEU,Bavaria,0,Plus
C101980,2025-06-09,USA,South,0,Free
C101981,2025-08-17,USA,Midwest,0,Plus
C101982,2025-11-07,USA,South,0,Free
C101983,2025-11-20,AUS,WA,0,Free
C101984,2025-09-19,USA,West,0,Plus
C101985,2025-11-27,DEU,Hesse,0,Free
C101986,2025-06-15,CAN,Quebec,0,Free
C101987,2025-12-03,USA,South,0,Free
C101988,2025-06-13,GBR,Wales,0,Free
C101989,2025-06-14,DEU,Bavaria,0,Plus
C101990,2025-09-27,USA,Midwest,0,Pro
C101991,2025-12-10,USA,West,0,Free
C101992,2025-06-13,USA,Northeast,0,Free
C101993,2025-05-21,USA,Northeast,0,Plus
C101994,2025-10-30,USA,Northeast,0,Plus
C101995,2025-10-22,DEU,NRW,0,Plus
C101996,2025-07-26,USA,Northeast,0,Free
C101997,2025-08-29,USA,West,0,Free
C101998,2025-06-27,USA,Midwest,0,Free
C101999,2025-06-02,GBR,NI,0,Plus
C102000,2025-03-04,AUS,NSW,1,Free
C102001,2025-01-06,USA,Midwest,0,Plus
C102002,2025-04-26,USA,South,0,Plus
C102003,2025-10-03,DEU,Bavaria,0,Plus
C102004,2025-02-26,USA,Midwest,1,Free
C102005,2025-11-10,AUS,WA,0,Free
C102006,2025-03-12,GBR,England,0,Plus
C102007,2025-10-27,DEU,NRW,0,Plus
C102008,2025-09-25,CAN,Alberta,0,Pro
C102009,2025-06-14,AUS,WA,0,Free
C102010,2025-06-01,GBR,Wales,0,Plus
C102011,2025-12-04,GBR,Scotland,0,Free
C102012,2025-09-11,USA,Northeast,0,Free
C102013,2025-07-17,USA,Northeast,0,Plus
C102014,2025-09-28,CAN,BC,0,Free
C102015,2025-08-21,GBR,England,0,Free
C102016,2025-07-06,USA,West,0,Free
C102017,2025-07-24,USA,Midwest,0,Plus
C102018,2025-10-23,GBR,Scotland,0,Free
C102019,2025-02-26,USA,West,0,Free
C102020,2025-12-05,CAN,BC,0,Pro
C102021,2025-02-13,USA,South,0,Free
C102022,2025-09-18,USA,West,0,Free
C102023,2025-11-29,USA,West,0,Free
C102024,2025-04-01,GBR,NI,0,Free
C102025,2025-01-26,GBR,England,0,Free
C102026,2025-01-19,GBR,Scotland,1,Free
C102027,2025-04-26,DEU,NRW,0,Free
C102028,2025-12-21,USA,South,0,Free
C102029,2025-11-23,USA,Midwest,0,Free
C102030,2025-09-15,DEU,NRW,0,Plus
C102031,2025-12-19,USA,Midwest,0,Free
C102032,2025-06-20,DEU,Berlin,0,Plus
C102033,2025-08-08,USA,South,0,Plus
C102034,2025-03-29,GBR,England,0,Pro
C102035,2025-10-26,USA,South,0,Free
C102036,2025-01-09,CAN,BC,0,Free
C102037,2025-03-27,AUS,NSW,0,Plus
C102038,2025-06-21,CAN,BC,0,Free
C102039,2025-09-07,USA,West,1,Free
C102040,2025-12-30,USA,West,0,Plus
C102041,2025-11-24,USA,West,0,Plus
C102042,2025-03-14,USA,Northeast,0,Plus
C102043,2025-08-09,USA,Northeast,0,Pro
C102044,2025-11-24,USA,Midwest,0,Plus
C102045,2025-08-19,DEU,Berlin,0,Plus
C102046,2025-06-19,USA,West,0,Free
C102047,2025-04-08,USA,Midwest,0,Free
C102048,2025-08-21,CAN,BC,0,Pro
C102049,2025-09-13,DEU,Berlin,0,Free
C102050,2025-05-29,GBR,Scotland,0,Free
C102051,2025-05-31,USA,Northeast,0,Plus
C102052,2025-03-05,USA,Midwest,1,Free
C102053,2025-01-01,USA,South,0,Free
C102054,2025-09-15,GBR,Scotland,0,Plus
C102055,2025-03-15,DEU,Berlin,0,Pro
C102056,2025-05-29,USA,West,0,Free
C102057,2025-12-14,GBR,NI,0,Pro
C102058,2025-05-14,DEU,Hesse,0,Free
C102059,2025-06-15,AUS,VIC,0,Free
C102060,2025-03-11,USA,South,0,Free
C102061,2025-10-18,DEU,NRW,0,Free
C102062,2025-08-12,USA,West,0,Free
C102063,2025-12-17,GBR,NI,0,Free
C102064,2025-07-30,CAN,Ontario,0,Free
C102065,2025-03-13,GBR,Wales,0,Free
C102066,2025-07-11,USA,Midwest,1,Plus
C102067,2025-03-06,USA,Northeast,0,Plus
C102068,2025-09-23,CAN,Ontario,0,Free
C102069,2025-11-29,USA,Northeast,0,Free
C102070,2025-12-20,USA,Northeast,0,Free
C102071,2025-09-19,AUS,NSW,0,Free
C102072,2025-10-15,AUS,WA,0,Plus
C102073,2025-11-24,AUS,QLD,0,Plus
C102074,2025-01-04,AUS,VIC,0,Free
C102075,2025-11-06,DEU,Bavaria,0,Free
C102076,2025-01-13,AUS,WA,0,Pro
C102077,2025-06-03,USA,South,0,Plus
C102078,2025-10-07,USA,West,0,Plus
C102079,2025-08-10,USA,Northeast,0,Plus
C102080,2025-12-03,USA,South,0,Free
C102081,2025-12-08,USA,West,0,Free
C102082,2025-07-17,GBR,England,0,Plus
C102083,2025-03-17,USA,West,0,Free
C102084,2025-10-25,USA,West,1,Pro
C102085,2025-03-13,CAN,Alberta,0,Pro
C102086,2025-07-03,CAN,Quebec,0,Plus
C102087,2025-07-19,CAN,Quebec,0,Free
C102088,2025-10-16,USA,South,0,Plus
C102089,2025-06-05,DEU,Bavaria,0,Plus
C102090,2025-07-12,DEU,Berlin,0,Pro
C102091,2025-12-04,CAN,Quebec,0,Free
C102092,2025-10-25,USA,West,1,Free
C102093,2025-03-23,USA,Northeast,0,Plus
C102094,2025-06-15,AUS,VIC,0,Plus
C102095,2025-07-16,AUS,WA,0,Free
C102096,2025-05-09,USA,Northeast,0,Free
C102097,2025-11-20,AUS,VIC,0,Plus
C102098,2025-07-13,USA,South,0,Free
C102099,2025-12-14,USA,South,0,Free
C102100,2025-09-28,AUS,VIC,0,Free
C102101,2025-12-09,USA,Northeast,0,Plus
C102102,2025-07-04,AUS,NSW,0,Plus
C102103,2025-11-25,CAN,Quebec,0,Free
C102104,2025-08-31,CAN,BC,0,Free
C102105,2025-03-12,AUS,WA,0,Free
C102106,2025-02-06,CAN,Quebec,0,Free
C102107,2025-03-02,CAN,Ontario,0,Free
C102108,2025-04-25,AUS,QLD,0,Free
C102109,2025-12-27,USA,South,0,Free
C102110,2025-10-22,USA,Midwest,0,Free
C102111,2025-12-24,DEU,NRW,0,Pro
C102112,2025-12-01,USA,Midwest,0,Free
C102113,2025-01-31,USA,Midwest,0,Plus
C102114,2025-02-01,USA,Northeast,0,Free
C102115,2025-11-09,GBR,England,0,Free
C102116,2025-08-02,GBR,England,0,Free
C102117,2025-03-08,USA,Northeast,0,Free
C102118,2025-04-26,GBR,NI,0,Plus
C102119,2025-04-27,USA,Northeast,1,Plus
C102120,2025-04-11,CAN,Alberta,0,Plus
C102121,2025-10-10,CAN,Alberta,0,Plus
C102122,2025-08-09,GBR,Scotland,0,Free
C102123,2025-11-12,DEU,Hesse,0,Free
C102124,2025-01-30,USA,Northeast,0,Free
C102125,2025-10-02,CAN,Ontario,0,Free
C102126,2025-01-30,USA,South,0,Free
C102127,2025-06-10,USA,South,0,Free
C102128,2025-07-23,CAN,Ontario,0,Free
C102129,2025-10-06,USA,Midwest,0,Plus
C102130,2025-08-16,GBR,Wales,0,Free
C102131,2025-12-01,USA,Midwest,0,Free
C102132,2025-02-23,USA,West,0,Plus
C102133,2025-05-24,USA,South,0,Free
C102134,2025-06-06,AUS,VIC,0,Plus
C102135,2025-03-14,USA,South,0,Plus
C102136,2025-08-21,DEU,Bavaria,0,Free
C102137,2025-05-23,GBR,Wales,0,Free
C102138,2025-05-23,AUS,WA,0,Plus
C102139,2025-07-16,CAN,Quebec,0,Free
C102140,2025-08-09,CAN,BC,1,Plus
C102141,2025-01-14,DEU,Hesse,0,Pro
C102142,2025-10-30,USA,Northeast,0,Plus
C102143,2025-08-11,DEU,Bavaria,0,Free
C102144,2025-12-14,USA,West,0,Plus
C102145,2025-09-23,USA,West,0,Pro
C102146,2025-05-02,USA,Northeast,0,Plus
C102147,2025-05-21,USA,South,0,Free
C102148,2025-10-20,USA,Midwest,0,Plus
C102149,2025-12-01,AUS,NSW,0,Free
C102150,2025-06-14,AUS,VIC,0,Free
C102151,2025-01-05,CAN,BC,0,Plus
C102152,2025-04-22,USA,Northeast,0,Plus
C102153,2025-06-10,DEU,NRW,0,Plus
C102154,2025-05-22,USA,West,0,Plus
C102155,2025-03-17,DEU,Bavaria,0,Plus
C102156,2025-04-05,GBR,NI,0,Free
C102157,2025-04-27,USA,Midwest,0,Free
C102158,2025-06-30,CAN,Ontario,0,Free
C102159,2025-02-09,CAN,Ontario,0,Free
C102160,2025-06-16,CAN,Alberta,1,Free
C102161,2025-05-25,USA,Midwest,0,Free
C102162,2025-07-28,DEU,Hesse,0,Pro
C102163,2025-11-15,USA,Midwest,1,Pro
C102164,2025-10-30,USA,South,0,Free
C102165,2025-09-18,AUS,QLD,0,Free
C102166,2025-10-26,USA,South,0,Pro
C102167,2025-02-10,DEU,Berlin,0,Pro
C102168,2025-11-19,CAN,Alberta,0,Free
C102169,2025-09-28,AUS,WA,0,Free
C102170,2025-06-12,USA,Midwest,0,Free
C102171,2025-07-05,USA,Midwest,0,Free
C102172,2025-05-04,CAN,Alberta,0,Free
C102173,2025-09-16,USA,Midwest,0,Plus
C102174,2025-08-18,AUS,VIC,0,Plus
C102175,2025-03-06,DEU,Berlin,0,Free
C102176,2025-10-27,GBR,Wales,0,Free
C102177,2025-03-02,USA,West,0,Free
C102178,2025-09-11,GBR,Scotland,0,Plus
C102179,2025-01-08,USA,West,0,Free
C102180,2025-08-29,AUS,VIC,0,Plus
C102181,2025-01-13,GBR,England,0,Plus
C102182,2025-07-18,DEU,Hesse,0,Plus
C102183,2025-05-04,GBR,England,0,Plus
C102184,2025-06-22,GBR,England,0,Free
C102185,2025-07-01,DEU,NRW,0,Plus
C102186,2025-08-12,USA,West,0,Plus
C102187,2025-10-29,DEU,Bavaria,0,Free
C102188,2025-10-31,USA,West,0,Free
C102189,2025-09-18,AUS,QLD,0,Free
C102190,2025-06-02,CAN,Ontario,0,Plus
C102191,2025-10-24,CAN,Alberta,0,Free
C102192,2025-04-02,DEU,Bavaria,0,Plus
C102193,2025-04-18,CAN,BC,0,Plus
C102194,2025-02-20,USA,South,0,Free
C102195,2025-08-13,USA,South,0,Pro
C102196,2025-11-07,AUS,VIC,0,Free
C102197,2025-04-16,CAN,Quebec,1,Pro
C102198,2025-10-04,CAN,Quebec,1,Plus
C102199,2025-01-14,USA,Midwest,0,Free
C102200,2025-08-16,CAN,Alberta,0,Free
C102201,2025-12-28,DEU,Bavaria,0,Free
C102202,2025-05-15,USA,South,0,Plus
C102203,2025-03-01,DEU,Bavaria,0,Free
C102204,2025-02-08,USA,Midwest,0,Plus
C102205,2025-09-20,GBR,England,0,Free
C102206,2025-01-20,CAN,BC,0,Free
C102207,2025-11-17,USA,Northeast,0,Free
C102208,2025-04-23,GBR,Wales,0,Free
C102209,2025-04-06,AUS,QLD,0,Plus
C102210,2025-02-15,DEU,Berlin,1,Free
C102211,2025-10-13,GBR,Scotland,1,Plus
C102212,2025-11-11,USA,South,0,Free
C102213,2025-12-03,DEU,Hesse,0,Plus
C102214,2025-12-09,CAN,Alberta,0,Free
C102215,2025-06-01,USA,Northeast,0,Plus
C102216,2025-05-28,USA,West,0,Plus
C102217,2025-03-01,USA,Midwest,0,Free
C102218,2025-07-23,GBR,NI,0,Plus
C102219,2025-11-04,USA,South,1,Free
C102220,2025-04-21,DEU,NRW,1,Plus
C102221,2025-05-14,GBR,NI,0,Free
C102222,2025-07-24,USA,Northeast,0,Plus
C102223,2025-06-23,GBR,England,0,Free
C102224,2025-10-21,DEU,Berlin,0,Free
C102225,2025-11-11,GBR,Scotland,0,Free
C102226,2025-01-11,AUS,NSW,0,Free
C102227,2025-06-30,AUS,NSW,0,Free
C102228,2025-07-05,CAN,Quebec,0,Free
C102229,2025-04-28,USA,South,0,Free
C102230,2025-04-21,CAN,Quebec,0,Free
C102231,2025-01-11,AUS,NSW,0,Plus
C102232,2025-01-22,USA,Midwest,1,Plus
C102233,2025-12-19,USA,Midwest,0,Plus
C102234,2025-07-13,GBR,Scotland,0,Plus
C102235,2025-02-13,USA,West,1,Plus
C102236,2025-10-05,GBR,Scotland,0,Free
C102237,2025-07-20,USA,Midwest,0,Free
C102238,2025-01-12,USA,West,0,Free
C102239,2025-12-02,GBR,NI,0,Free
C102240,2025-07-28,CAN,Alberta,0,Plus
C102241,2025-09-17,USA,Northeast,0,Plus
C102242,2025-07-10,AUS,NSW,0,Free
C102243,2025-01-13,USA,South,0,Free
C102244,2025-02-25,GBR,Wales,0,Plus
C102245,2025-02-12,USA,South,0,Pro
C102246,2025-10-31,USA,South,0,Plus
C102247,2025-09-25,AUS,VIC,1,Free
C102248,2025-07-30,USA,Midwest,0,Free
C102249,2025-12-19,CAN,Alberta,0,Free
C102250,2025-04-18,AUS,WA,0,Free
C102251,2025-11-30,USA,West,0,Free
C102252,2025-02-11,DEU,NRW,0,Free
C102253,2025-01-07,USA,Northeast,0,Free
C102254,2025-02-28,USA,West,0,Plus
C102255,2025-09-26,CAN,Alberta,0,Free
C102256,2025-08-11,DEU,Hesse,0,Plus
C102257,2025-07-10,CAN,Quebec,0,Free
C102258,2025-04-15,AUS,QLD,0,Free
C102259,2025-08-25,USA,Midwest,0,Plus
C102260,2025-03-11,USA,West,1,Free
C102261,2025-03-18,CAN,Ontario,0,Free
C102262,2025-12-22,USA,West,0,Free
C102263,2025-08-28,GBR,England,0,Free
C102264,2025-04-26,USA,Northeast,0,Free
C102265,2025-08-07,GBR,Wales,0,Plus
C102266,2025-05-11,CAN,Quebec,1,Free
C102267,2025-04-21,USA,Midwest,0,Free
C102268,2025-09-25,GBR,NI,0,Plus
C102269,2025-10-31,GBR,NI,0,Free
C102270,2025-04-29,DEU,Bavaria,0,Plus
C102271,2025-03-15,USA,Northeast,0,Plus
C102272,2025-01-27,USA,West,0,Free
C102273,2025-06-04,CAN,Ontario,0,Free
C102274,2025-07-17,GBR,Wales,0,Free
C102275,2025-09-29,USA,South,0,Pro
C102276,2025-05-23,GBR,NI,0,Free
C102277,2025-05-09,GBR,NI,0,Free
C102278,2025-07-07,AUS,QLD,0,Free
C102279,2025-10-14,DEU,Berlin,0,Free
C102280,2025-01-06,USA,Midwest,0,Free
C102281,2025-06-08,USA,Midwest,0,Free
C102282,2025-01-07,GBR,England,0,Plus
C102283,2025-07-23,USA,Midwest,0,Free
C102284,2025-10-20,AUS,WA,0,Plus
C102285,2025-09-09,USA,Northeast,1,Free
C102286,2025-03-20,GBR,Scotland,0,Free
C102287,2025-08-03,AUS,NSW,1,Plus
C102288,2025-02-01,USA,Midwest,0,Free
C102289,2025-11-11,AUS,QLD,0,Plus
C102290,2025-06-12,DEU,Berlin,0,Free
C102291,2025-07-07,CAN,Alberta,0,Plus
C102292,2025-02-01,USA,South,0,Free
C102293,2025-08-16,USA,South,0,Free
C102294,2025-11-22,AUS,NSW,0,Free
C102295,2025-03-02,USA,Northeast,0,Free
C102296,2025-03-01,DEU,Berlin,0,Free
C102297,2025-10-30,GBR,England,0,Plus
C102298,2025-04-22,GBR,NI,0,Plus
C102299,2025-05-07,USA,South,0,Plus
C102300,2025-06-08,USA,Midwest,0,Free
C102301,2025-06-11,USA,South,0,Free
C102302,2025-06-01,USA,West,0,Free
C102303,2025-10-24,USA,West,0,Plus
C102304,2025-03-29,USA,West,0,Free
C102305,2025-12-26,CAN,BC,0,Plus
C102306,2025-09-15,CAN,BC,0,Plus
C102307,2025-05-13,USA,Midwest,1,Free
C102308,2025-12-04,GBR,NI,0,Free
C102309,2025-07-10,CAN,Ontario,0,Free
C102310,2025-07-03,DEU,Bavaria,0,Free
C102311,2025-06-22,GBR,England,0,Free
C102312,2025-03-25,CAN,Quebec,0,Free
C102313,2025-11-12,CAN,Alberta,0,Free
C102314,2025-05-05,USA,Midwest,0,Free
C102315,2025-07-25,USA,South,0,Pro
C102316,2025-09-17,USA,West,0,Pro
C102317,2025-07-25,GBR,Scotland,0,Pro
C102318,2025-11-02,DEU,Berlin,0,Free
C102319,2025-03-13,USA,Midwest,0,Free
C102320,2025-02-16,USA,South,0,Free
C102321,2025-03-26,CAN,Quebec,0,Free
C102322,2025-06-07,USA,South,0,Free
C102323,2025-05-06,USA,Midwest,1,Free
C102324,2025-02-21,CAN,Alberta,0,Pro
C102325,2025-12-09,USA,West,0,Plus
C102326,2025-02-19,USA,Midwest,0,Free
C102327,2025-06-17,DEU,NRW,0,Free
C102328,2025-06-27,CAN,Ontario,0,Plus
C102329,2025-05-01,USA,Midwest,0,Free
C102330,2025-11-03,AUS,NSW,0,Free
C102331,2025-04-07,USA,Midwest,0,Free
C102332,2025-12-01,USA,South,0,Free
C102333,2025-09-04,USA,West,0,Free
C102334,2025-09-22,AUS,WA,0,Free
C102335,2025-02-21,GBR,NI,0,Free
C102336,2025-06-13,USA,West,0,Free
C102337,2025-12-01,DEU,NRW,0,Free
C102338,2025-08-06,USA,Northeast,0,Plus
C102339,2025-08-19,CAN,Alberta,0,Plus
C102340,2025-07-06,USA,South,0,Free
C102341,2025-07-16,DEU,Bavaria,0,Free
C102342,2025-12-29,GBR,Scotland,0,Plus
C102343,2025-08-21,CAN,Alberta,0,Free
C102344,2025-09-08,CAN,Ontario,0,Plus
C102345,2025-05-10,USA,Midwest,0,Free
C102346,2025-05-17,USA,Midwest,0,Free
